,workerId,comment,answer1,correct
67,hkUmxUuh,19,1,0
68,hkUmxUuh,66,1,0
69,hkUmxUuh,37,1,1
70,hkUmxUuh,49,1,1
71,hkUmxUuh,96,1,1
72,vxMTt8Jl,45,1,1
73,vxMTt8Jl,106,1,1
74,vxMTt8Jl,110,1,1
75,vxMTt8Jl,24,1,0
76,vxMTt8Jl,51,1,1
77,vxMTt8Jl,12,-1,1
78,vxMTt8Jl,75,1,0
79,vxMTt8Jl,81,1,0
80,vxMTt8Jl,1,-1,1
81,vxMTt8Jl,68,1,0
82,vxMTt8Jl,87,1,0
83,vxMTt8Jl,7,-1,1
84,vxMTt8Jl,39,1,1
85,vxMTt8Jl,33,1,1
86,vxMTt8Jl,54,1,1
87,vxMTt8Jl,17,1,0
88,vxMTt8Jl,98,1,1
89,vxMTt8Jl,71,-1,1
90,vxMTt8Jl,118,1,1
91,vxMTt8Jl,93,-1,1
92,vxMTt8Jl,47,1,1
93,vxMTt8Jl,27,1,0
94,vxMTt8Jl,104,1,1
95,vxMTt8Jl,63,-1,1
96,6xU7RPtx,32,-1,1
97,6xU7RPtx,64,-1,1
98,6xU7RPtx,108,1,1
99,6xU7RPtx,96,1,1
100,6xU7RPtx,111,1,1
101,6xU7RPtx,71,-1,1
102,6xU7RPtx,6,-1,1
103,6xU7RPtx,110,1,1
104,6xU7RPtx,5,-1,1
105,6xU7RPtx,46,1,1
106,6xU7RPtx,19,1,0
107,6xU7RPtx,58,1,1
108,6xU7RPtx,68,1,0
109,6xU7RPtx,77,-1,1
110,6xU7RPtx,50,1,1
111,6xU7RPtx,27,-1,1
112,6xU7RPtx,92,1,1
113,6xU7RPtx,102,1,1
114,6xU7RPtx,80,1,0
115,6xU7RPtx,37,1,1
116,6xU7RPtx,49,1,1
117,6xU7RPtx,23,1,0
118,6xU7RPtx,10,-1,1
119,6xU7RPtx,82,-1,1
120,46AMych1,79,1,0
121,46AMych1,87,1,0
122,46AMych1,110,1,1
123,46AMych1,10,-1,1
124,46AMych1,16,-1,1
125,46AMych1,31,1,1
126,46AMych1,1,-1,1
127,46AMych1,22,1,0
128,46AMych1,5,-1,1
129,46AMych1,55,1,1
130,46AMych1,69,1,0
131,46AMych1,94,1,1
132,46AMych1,117,1,1
133,46AMych1,20,-1,1
134,46AMych1,54,1,1
135,46AMych1,97,1,1
136,46AMych1,61,-1,1
137,46AMych1,76,1,0
138,46AMych1,100,1,1
139,46AMych1,30,1,1
140,46AMych1,44,1,1
141,46AMych1,108,1,1
142,46AMych1,45,1,1
143,46AMych1,83,-1,1
144,bx0JnV67,98,1,1
145,bx0JnV67,40,1,1
146,bx0JnV67,53,1,1
147,bx0JnV67,29,-1,1
148,bx0JnV67,70,-1,1
149,bx0JnV67,81,1,0
150,bx0JnV67,9,-1,1
151,bx0JnV67,56,1,1
152,bx0JnV67,2,-1,1
153,bx0JnV67,65,-1,1
154,bx0JnV67,100,1,1
155,bx0JnV67,68,1,0
156,bx0JnV67,15,-1,1
157,bx0JnV67,95,1,1
158,bx0JnV67,41,1,1
159,bx0JnV67,31,1,1
160,bx0JnV67,89,1,0
161,bx0JnV67,72,-1,1
162,bx0JnV67,110,1,1
163,bx0JnV67,106,1,1
164,bx0JnV67,119,1,1
165,bx0JnV67,13,1,0
166,bx0JnV67,23,1,0
167,bx0JnV67,33,1,1
168,MiuXjhXs,4,-1,1
169,MiuXjhXs,8,-1,1
170,MiuXjhXs,61,-1,1
171,MiuXjhXs,11,1,0
172,MiuXjhXs,59,1,1
173,MiuXjhXs,116,1,1
174,MiuXjhXs,92,1,1
175,MiuXjhXs,15,-1,1
176,MiuXjhXs,71,1,0
177,MiuXjhXs,27,1,0
178,MiuXjhXs,89,1,0
179,MiuXjhXs,26,1,0
180,MiuXjhXs,53,1,1
181,MiuXjhXs,104,1,1
182,MiuXjhXs,44,1,1
183,MiuXjhXs,60,-1,1
184,MiuXjhXs,87,1,0
185,MiuXjhXs,95,1,1
186,MiuXjhXs,72,1,0
187,MiuXjhXs,31,1,1
188,MiuXjhXs,34,1,1
189,MiuXjhXs,107,1,1
190,MiuXjhXs,110,1,1
191,MiuXjhXs,47,1,1
192,WBNELY2U,4,-1,1
193,WBNELY2U,43,1,1
194,WBNELY2U,75,1,0
195,WBNELY2U,52,1,1
196,WBNELY2U,1,-1,1
197,WBNELY2U,49,1,1
198,WBNELY2U,63,-1,1
199,WBNELY2U,29,1,0
200,WBNELY2U,117,1,1
201,WBNELY2U,96,1,1
202,WBNELY2U,61,-1,1
203,WBNELY2U,81,1,0
204,WBNELY2U,22,1,0
205,WBNELY2U,19,1,0
206,WBNELY2U,94,-1,1
207,WBNELY2U,83,1,0
208,WBNELY2U,107,1,1
209,WBNELY2U,18,-1,1
210,WBNELY2U,77,1,0
211,WBNELY2U,35,1,1
212,WBNELY2U,103,1,1
213,WBNELY2U,110,1,1
214,WBNELY2U,59,1,1
215,WBNELY2U,38,1,1
216,po26PHmM,80,1,0
217,po26PHmM,21,1,0
218,po26PHmM,75,1,0
219,po26PHmM,30,1,1
220,po26PHmM,10,-1,1
221,po26PHmM,108,1,1
222,po26PHmM,90,1,1
223,po26PHmM,43,1,1
224,po26PHmM,111,1,1
225,po26PHmM,84,1,0
226,po26PHmM,48,1,1
227,po26PHmM,61,-1,1
228,po26PHmM,26,1,0
229,po26PHmM,16,-1,1
230,po26PHmM,77,1,0
231,po26PHmM,50,1,1
232,po26PHmM,38,1,1
233,po26PHmM,118,1,1
234,po26PHmM,67,-1,1
235,po26PHmM,97,1,1
236,po26PHmM,7,-1,1
237,po26PHmM,104,1,1
238,po26PHmM,5,-1,1
239,po26PHmM,56,1,1
240,X5eJLcQs,4,-1,1
241,X5eJLcQs,63,-1,1
242,X5eJLcQs,84,1,0
243,X5eJLcQs,12,-1,1
244,X5eJLcQs,34,1,1
245,X5eJLcQs,67,-1,1
246,X5eJLcQs,48,1,1
247,X5eJLcQs,105,1,1
248,X5eJLcQs,32,1,1
249,X5eJLcQs,98,1,1
250,X5eJLcQs,21,1,0
251,X5eJLcQs,108,1,1
252,X5eJLcQs,72,-1,1
253,X5eJLcQs,44,1,1
254,X5eJLcQs,26,1,0
255,X5eJLcQs,92,1,1
256,X5eJLcQs,81,1,0
257,X5eJLcQs,116,1,1
258,X5eJLcQs,9,-1,1
259,X5eJLcQs,53,1,1
260,X5eJLcQs,15,-1,1
261,X5eJLcQs,57,1,1
262,X5eJLcQs,112,1,1
263,X5eJLcQs,77,1,0
264,ksvYJU8G,28,1,0
265,ksvYJU8G,53,1,1
266,ksvYJU8G,91,1,1
267,ksvYJU8G,11,1,0
268,ksvYJU8G,10,-1,1
269,ksvYJU8G,83,1,0
270,ksvYJU8G,22,-1,1
271,ksvYJU8G,2,-1,1
272,ksvYJU8G,39,1,1
273,ksvYJU8G,55,1,1
274,ksvYJU8G,38,1,1
275,ksvYJU8G,80,1,0
276,ksvYJU8G,48,1,1
277,ksvYJU8G,104,1,1
278,ksvYJU8G,78,1,0
279,ksvYJU8G,75,1,0
280,ksvYJU8G,46,1,1
281,ksvYJU8G,63,1,0
282,ksvYJU8G,119,1,1
283,ksvYJU8G,94,1,1
284,ksvYJU8G,4,-1,1
285,ksvYJU8G,100,1,1
286,ksvYJU8G,64,-1,1
287,ksvYJU8G,117,1,1
288,vejec4oV,7,-1,1
289,vejec4oV,39,1,1
290,vejec4oV,67,-1,1
291,vejec4oV,98,1,1
292,vejec4oV,49,1,1
293,vejec4oV,38,1,1
294,vejec4oV,5,-1,1
295,vejec4oV,27,-1,1
296,vejec4oV,66,1,0
297,vejec4oV,58,1,1
298,vejec4oV,44,1,1
299,vejec4oV,105,1,1
300,vejec4oV,97,1,1
301,vejec4oV,78,1,0
302,vejec4oV,118,1,1
303,vejec4oV,16,-1,1
304,vejec4oV,55,1,1
305,vejec4oV,86,1,0
306,vejec4oV,13,1,0
307,vejec4oV,26,1,0
308,vejec4oV,114,1,1
309,vejec4oV,106,1,1
310,vejec4oV,71,-1,1
311,vejec4oV,83,1,0
312,iCZJk6RO,86,1,0
313,iCZJk6RO,56,1,1
314,iCZJk6RO,32,1,1
315,iCZJk6RO,19,1,0
316,iCZJk6RO,72,-1,1
317,iCZJk6RO,104,1,1
318,iCZJk6RO,28,1,0
319,iCZJk6RO,111,1,1
320,iCZJk6RO,48,1,1
321,iCZJk6RO,17,-1,1
322,iCZJk6RO,57,1,1
323,iCZJk6RO,87,1,0
324,iCZJk6RO,78,1,0
325,iCZJk6RO,63,-1,1
326,iCZJk6RO,103,-1,0
327,iCZJk6RO,6,-1,1
328,iCZJk6RO,21,-1,1
329,iCZJk6RO,118,1,1
330,iCZJk6RO,42,1,1
331,iCZJk6RO,31,1,1
332,iCZJk6RO,61,-1,1
333,iCZJk6RO,8,-1,1
334,iCZJk6RO,99,1,1
335,iCZJk6RO,93,-1,0
336,3qOrx8S6,95,1,1
337,3qOrx8S6,47,1,1
338,3qOrx8S6,114,1,1
339,3qOrx8S6,26,1,0
340,3qOrx8S6,87,1,0
341,3qOrx8S6,41,1,1
342,3qOrx8S6,14,-1,1
343,3qOrx8S6,18,-1,1
344,3qOrx8S6,9,-1,1
345,3qOrx8S6,34,1,1
346,3qOrx8S6,7,-1,1
347,3qOrx8S6,108,1,1
348,3qOrx8S6,112,1,1
349,3qOrx8S6,58,1,1
350,3qOrx8S6,36,1,1
351,3qOrx8S6,92,1,1
352,3qOrx8S6,24,1,0
353,3qOrx8S6,78,1,0
354,3qOrx8S6,105,1,1
355,3qOrx8S6,51,1,1
356,3qOrx8S6,81,1,0
357,3qOrx8S6,65,-1,1
358,3qOrx8S6,60,-1,1
359,3qOrx8S6,73,-1,1
360,7MR5DCz0,49,1,1
361,7MR5DCz0,32,1,1
362,7MR5DCz0,100,1,1
363,7MR5DCz0,13,-1,1
364,7MR5DCz0,85,-1,1
365,7MR5DCz0,3,-1,1
366,7MR5DCz0,110,1,1
367,7MR5DCz0,37,1,1
368,7MR5DCz0,99,1,1
369,7MR5DCz0,9,-1,1
370,7MR5DCz0,97,1,1
371,7MR5DCz0,63,-1,1
372,7MR5DCz0,29,-1,1
373,7MR5DCz0,41,1,1
374,7MR5DCz0,71,-1,1
375,7MR5DCz0,106,1,1
376,7MR5DCz0,82,1,0
377,7MR5DCz0,76,1,0
378,7MR5DCz0,53,1,1
379,7MR5DCz0,23,1,0
380,7MR5DCz0,51,1,1
381,7MR5DCz0,112,1,1
382,7MR5DCz0,12,-1,1
383,7MR5DCz0,64,-1,1
384,pbjhWn06,39,1,1
385,pbjhWn06,20,-1,1
386,pbjhWn06,50,1,1
387,pbjhWn06,81,1,0
388,pbjhWn06,27,-1,1
389,pbjhWn06,111,1,1
390,pbjhWn06,63,1,0
391,pbjhWn06,13,-1,1
392,pbjhWn06,100,1,1
393,pbjhWn06,71,-1,1
394,pbjhWn06,116,1,1
395,pbjhWn06,44,1,1
396,pbjhWn06,85,-1,1
397,pbjhWn06,10,-1,1
398,pbjhWn06,7,-1,1
399,pbjhWn06,47,1,1
400,pbjhWn06,60,-1,1
401,pbjhWn06,98,1,1
402,pbjhWn06,70,-1,1
403,pbjhWn06,1,-1,1
404,pbjhWn06,31,-1,1
405,pbjhWn06,108,1,1
406,pbjhWn06,95,-1,1
407,pbjhWn06,57,1,1
408,yzgaN9rQ,89,-1,1
409,yzgaN9rQ,19,1,0
410,yzgaN9rQ,25,1,0
411,yzgaN9rQ,4,-1,1
412,yzgaN9rQ,42,1,1
413,yzgaN9rQ,79,-1,1
414,yzgaN9rQ,83,-1,1
415,yzgaN9rQ,39,1,1
416,yzgaN9rQ,57,1,1
417,yzgaN9rQ,62,-1,1
418,yzgaN9rQ,66,-1,1
419,yzgaN9rQ,52,1,1
420,yzgaN9rQ,43,1,1
421,yzgaN9rQ,115,1,1
422,yzgaN9rQ,24,-1,1
423,yzgaN9rQ,101,1,1
424,yzgaN9rQ,118,1,1
425,yzgaN9rQ,18,-1,1
426,yzgaN9rQ,32,1,1
427,yzgaN9rQ,94,-1,0
428,yzgaN9rQ,75,1,0
429,yzgaN9rQ,91,-1,1
430,yzgaN9rQ,7,-1,1
431,yzgaN9rQ,102,1,1
432,gE5vIzQC,4,-1,1
433,gE5vIzQC,14,-1,1
434,gE5vIzQC,2,-1,1
435,gE5vIzQC,17,-1,1
436,gE5vIzQC,36,1,1
437,gE5vIzQC,20,-1,1
438,gE5vIzQC,40,1,1
439,gE5vIzQC,58,1,1
440,gE5vIzQC,48,1,1
441,gE5vIzQC,25,1,0
442,gE5vIzQC,32,1,1
443,gE5vIzQC,57,1,1
444,gE5vIzQC,66,-1,1
445,gE5vIzQC,62,-1,1
446,gE5vIzQC,72,-1,1
447,gE5vIzQC,74,-1,1
448,gE5vIzQC,89,1,0
449,gE5vIzQC,83,-1,1
450,gE5vIzQC,113,1,1
451,gE5vIzQC,104,1,1
452,gE5vIzQC,90,1,1
453,gE5vIzQC,119,1,1
454,gE5vIzQC,101,1,1
455,gE5vIzQC,93,-1,1
456,MC2tYDsc,17,1,0
457,MC2tYDsc,32,1,1
458,MC2tYDsc,19,1,0
459,MC2tYDsc,47,1,1
460,MC2tYDsc,1,-1,1
461,MC2tYDsc,3,-1,1
462,MC2tYDsc,71,1,0
463,MC2tYDsc,70,1,0
464,MC2tYDsc,118,1,1
465,MC2tYDsc,22,1,0
466,MC2tYDsc,109,1,1
467,MC2tYDsc,116,1,1
468,MC2tYDsc,48,1,1
469,MC2tYDsc,23,1,0
470,MC2tYDsc,62,-1,1
471,MC2tYDsc,92,1,1
472,MC2tYDsc,63,-1,1
473,MC2tYDsc,53,1,1
474,MC2tYDsc,98,1,1
475,MC2tYDsc,85,1,0
476,MC2tYDsc,39,1,1
477,MC2tYDsc,51,1,1
478,MC2tYDsc,84,1,0
479,MC2tYDsc,102,1,1
480,3QFcBpwJ,106,1,1
481,3QFcBpwJ,0,-1,1
482,3QFcBpwJ,52,1,1
483,3QFcBpwJ,66,-1,1
484,3QFcBpwJ,17,1,0
485,3QFcBpwJ,86,-1,1
486,3QFcBpwJ,72,-1,1
487,3QFcBpwJ,91,-1,1
488,3QFcBpwJ,48,1,1
489,3QFcBpwJ,56,1,1
490,3QFcBpwJ,78,1,0
491,3QFcBpwJ,27,-1,1
492,3QFcBpwJ,49,1,1
493,3QFcBpwJ,65,-1,1
494,3QFcBpwJ,117,1,1
495,3QFcBpwJ,37,1,1
496,3QFcBpwJ,32,1,1
497,3QFcBpwJ,8,-1,1
498,3QFcBpwJ,21,-1,1
499,3QFcBpwJ,19,-1,1
500,3QFcBpwJ,82,-1,1
501,3QFcBpwJ,118,1,1
502,3QFcBpwJ,103,-1,1
503,3QFcBpwJ,99,1,1
504,oQx661TA,43,1,1
505,oQx661TA,119,1,1
506,oQx661TA,12,-1,1
507,oQx661TA,91,1,1
508,oQx661TA,109,1,1
509,oQx661TA,117,1,1
510,oQx661TA,105,1,1
511,oQx661TA,80,1,0
512,oQx661TA,50,1,1
513,oQx661TA,87,1,0
514,oQx661TA,98,1,1
515,oQx661TA,17,1,0
516,oQx661TA,55,1,1
517,oQx661TA,67,-1,1
518,oQx661TA,44,1,1
519,oQx661TA,61,-1,1
520,oQx661TA,2,-1,1
521,oQx661TA,27,-1,1
522,oQx661TA,38,1,1
523,oQx661TA,73,-1,1
524,oQx661TA,71,-1,1
525,oQx661TA,3,-1,1
526,oQx661TA,33,1,1
527,oQx661TA,26,-1,1
528,ieh7L7dV,6,-1,1
529,ieh7L7dV,59,1,1
530,ieh7L7dV,83,1,0
531,ieh7L7dV,22,1,0
532,ieh7L7dV,92,1,1
533,ieh7L7dV,81,1,0
534,ieh7L7dV,73,-1,1
535,ieh7L7dV,79,-1,1
536,ieh7L7dV,50,1,1
537,ieh7L7dV,101,1,1
538,ieh7L7dV,34,1,1
539,ieh7L7dV,114,1,1
540,ieh7L7dV,68,1,0
541,ieh7L7dV,8,-1,1
542,ieh7L7dV,38,1,1
543,ieh7L7dV,46,1,1
544,ieh7L7dV,11,1,0
545,ieh7L7dV,97,1,1
546,ieh7L7dV,10,-1,1
547,ieh7L7dV,21,1,0
548,ieh7L7dV,100,1,1
549,ieh7L7dV,116,1,1
550,ieh7L7dV,67,-1,1
551,ieh7L7dV,43,1,1
552,E9OEKFoy,11,1,0
553,E9OEKFoy,109,1,1
554,E9OEKFoy,21,1,0
555,E9OEKFoy,75,1,0
556,E9OEKFoy,7,-1,1
557,E9OEKFoy,115,1,1
558,E9OEKFoy,111,1,1
559,E9OEKFoy,74,-1,1
560,E9OEKFoy,67,-1,1
561,E9OEKFoy,42,1,1
562,E9OEKFoy,3,-1,1
563,E9OEKFoy,36,1,1
564,E9OEKFoy,88,1,0
565,E9OEKFoy,98,1,1
566,E9OEKFoy,65,-1,1
567,E9OEKFoy,93,1,1
568,E9OEKFoy,32,1,1
569,E9OEKFoy,40,1,1
570,E9OEKFoy,87,1,0
571,E9OEKFoy,56,1,1
572,E9OEKFoy,58,1,1
573,E9OEKFoy,23,1,0
574,E9OEKFoy,10,-1,1
575,E9OEKFoy,100,1,1
576,WeT0sALr,2,-1,1
577,WeT0sALr,107,1,1
578,WeT0sALr,80,1,0
579,WeT0sALr,30,1,1
580,WeT0sALr,50,1,1
581,WeT0sALr,64,-1,1
582,WeT0sALr,8,-1,1
583,WeT0sALr,15,-1,1
584,WeT0sALr,47,1,1
585,WeT0sALr,94,-1,1
586,WeT0sALr,81,-1,1
587,WeT0sALr,115,1,1
588,WeT0sALr,73,-1,1
589,WeT0sALr,20,-1,1
590,WeT0sALr,13,1,0
591,WeT0sALr,59,1,1
592,WeT0sALr,46,1,1
593,WeT0sALr,95,1,1
594,WeT0sALr,116,1,1
595,WeT0sALr,77,1,0
596,WeT0sALr,22,-1,1
597,WeT0sALr,106,1,1
598,WeT0sALr,31,1,1
599,WeT0sALr,65,-1,1
600,mnmzP3yZ,84,-1,1
601,mnmzP3yZ,64,-1,1
602,mnmzP3yZ,29,1,0
603,mnmzP3yZ,38,1,1
604,mnmzP3yZ,96,-1,1
605,mnmzP3yZ,70,1,0
606,mnmzP3yZ,10,1,0
607,mnmzP3yZ,116,1,1
608,mnmzP3yZ,99,1,1
609,mnmzP3yZ,119,1,1
610,mnmzP3yZ,68,1,0
611,mnmzP3yZ,31,1,1
612,mnmzP3yZ,8,-1,1
613,mnmzP3yZ,21,1,0
614,mnmzP3yZ,46,1,1
615,mnmzP3yZ,108,1,1
616,mnmzP3yZ,58,1,1
617,mnmzP3yZ,42,1,1
618,mnmzP3yZ,76,1,0
619,mnmzP3yZ,100,1,1
620,mnmzP3yZ,87,1,0
621,mnmzP3yZ,2,-1,1
622,mnmzP3yZ,51,1,1
623,mnmzP3yZ,11,1,0
624,toJWjKzL,46,1,1
625,toJWjKzL,39,1,1
626,toJWjKzL,2,-1,1
627,toJWjKzL,1,-1,1
628,toJWjKzL,27,-1,1
629,toJWjKzL,94,-1,1
630,toJWjKzL,20,-1,1
631,toJWjKzL,83,1,0
632,toJWjKzL,114,1,1
633,toJWjKzL,55,1,1
634,toJWjKzL,43,1,1
635,toJWjKzL,66,-1,1
636,toJWjKzL,51,1,1
637,toJWjKzL,61,-1,1
638,toJWjKzL,107,1,1
639,toJWjKzL,13,-1,1
640,toJWjKzL,70,-1,1
641,toJWjKzL,38,1,1
642,toJWjKzL,92,-1,1
643,toJWjKzL,79,-1,1
644,toJWjKzL,12,-1,1
645,toJWjKzL,110,1,1
646,toJWjKzL,89,-1,1
647,toJWjKzL,101,1,1
648,fznBpox8,66,-1,1
649,fznBpox8,67,-1,1
650,fznBpox8,11,1,0
651,fznBpox8,32,1,1
652,fznBpox8,74,-1,1
653,fznBpox8,51,1,1
654,fznBpox8,1,1,0
655,fznBpox8,115,1,1
656,fznBpox8,109,1,1
657,fznBpox8,100,1,1
658,fznBpox8,42,1,1
659,fznBpox8,86,1,0
660,fznBpox8,40,1,1
661,fznBpox8,111,-1,1
662,fznBpox8,88,1,0
663,fznBpox8,21,1,0
664,fznBpox8,93,1,1
665,fznBpox8,3,-1,1
666,fznBpox8,96,1,1
667,fznBpox8,36,1,1
668,fznBpox8,71,-1,1
669,fznBpox8,10,-1,1
670,fznBpox8,58,1,1
671,fznBpox8,23,1,0
672,Sic5fAJq,10,-1,1
673,Sic5fAJq,61,-1,1
674,Sic5fAJq,1,-1,1
675,Sic5fAJq,67,-1,1
676,Sic5fAJq,11,1,0
677,Sic5fAJq,78,-1,1
678,Sic5fAJq,71,1,0
679,Sic5fAJq,49,1,1
680,Sic5fAJq,3,1,0
681,Sic5fAJq,27,-1,1
682,Sic5fAJq,57,1,1
683,Sic5fAJq,37,1,1
684,Sic5fAJq,38,1,1
685,Sic5fAJq,24,1,0
686,Sic5fAJq,44,1,1
687,Sic5fAJq,56,1,1
688,Sic5fAJq,115,1,1
689,Sic5fAJq,91,1,1
690,Sic5fAJq,103,-1,1
691,Sic5fAJq,109,-1,1
692,Sic5fAJq,82,-1,1
693,Sic5fAJq,116,1,1
694,Sic5fAJq,92,1,1
695,Sic5fAJq,85,1,0
696,YVC6LN5e,55,1,1
697,YVC6LN5e,14,-1,1
698,YVC6LN5e,93,-1,1
699,YVC6LN5e,62,-1,1
700,YVC6LN5e,102,1,1
701,YVC6LN5e,50,1,1
702,YVC6LN5e,98,1,1
703,YVC6LN5e,10,-1,1
704,YVC6LN5e,37,1,1
705,YVC6LN5e,118,1,1
706,YVC6LN5e,34,1,1
707,YVC6LN5e,40,1,1
708,YVC6LN5e,78,-1,1
709,YVC6LN5e,4,-1,1
710,YVC6LN5e,26,1,0
711,YVC6LN5e,83,-1,1
712,YVC6LN5e,0,-1,1
713,YVC6LN5e,20,-1,1
714,YVC6LN5e,69,-1,1
715,YVC6LN5e,43,1,1
716,YVC6LN5e,105,1,1
717,YVC6LN5e,113,1,1
718,YVC6LN5e,77,-1,1
719,YVC6LN5e,81,-1,1
720,HdcGTMer,38,1,1
721,HdcGTMer,105,1,1
722,HdcGTMer,33,1,1
723,HdcGTMer,26,1,0
724,HdcGTMer,86,1,0
725,HdcGTMer,40,1,1
726,HdcGTMer,41,1,1
727,HdcGTMer,107,1,1
728,HdcGTMer,9,-1,1
729,HdcGTMer,69,1,0
730,HdcGTMer,113,1,1
731,HdcGTMer,61,-1,1
732,HdcGTMer,0,-1,1
733,HdcGTMer,12,-1,1
734,HdcGTMer,93,1,1
735,HdcGTMer,18,-1,1
736,HdcGTMer,27,-1,1
737,HdcGTMer,110,1,1
738,HdcGTMer,56,1,1
739,HdcGTMer,94,-1,1
740,HdcGTMer,53,1,1
741,HdcGTMer,70,1,0
742,HdcGTMer,71,-1,1
743,HdcGTMer,85,-1,1
744,gimEnIAU,20,-1,1
745,gimEnIAU,48,1,1
746,gimEnIAU,88,-1,1
747,gimEnIAU,96,-1,1
748,gimEnIAU,84,-1,1
749,gimEnIAU,105,1,1
750,gimEnIAU,111,1,1
751,gimEnIAU,15,-1,1
752,gimEnIAU,3,-1,1
753,gimEnIAU,44,1,1
754,gimEnIAU,50,-1,1
755,gimEnIAU,22,-1,1
756,gimEnIAU,119,1,1
757,gimEnIAU,33,1,1
758,gimEnIAU,69,1,0
759,gimEnIAU,104,1,1
760,gimEnIAU,73,-1,1
761,gimEnIAU,36,1,1
762,gimEnIAU,72,-1,1
763,gimEnIAU,13,-1,1
764,gimEnIAU,92,-1,1
765,gimEnIAU,56,1,1
766,gimEnIAU,2,-1,1
767,gimEnIAU,64,-1,1
768,ztXACIIM,64,-1,1
769,ztXACIIM,108,1,1
770,ztXACIIM,70,1,0
771,ztXACIIM,90,1,1
772,ztXACIIM,81,1,0
773,ztXACIIM,54,1,1
774,ztXACIIM,37,1,1
775,ztXACIIM,82,1,0
776,ztXACIIM,2,-1,1
777,ztXACIIM,99,1,1
778,ztXACIIM,57,1,1
779,ztXACIIM,35,1,1
780,ztXACIIM,44,1,1
781,ztXACIIM,42,1,1
782,ztXACIIM,6,-1,1
783,ztXACIIM,69,1,0
784,ztXACIIM,21,1,0
785,ztXACIIM,119,1,1
786,ztXACIIM,79,-1,1
787,ztXACIIM,111,1,1
788,ztXACIIM,16,-1,1
789,ztXACIIM,23,1,0
790,ztXACIIM,104,1,1
791,ztXACIIM,15,-1,1
792,8swnAYiv,22,1,0
793,8swnAYiv,31,1,1
794,8swnAYiv,65,-1,1
795,8swnAYiv,14,-1,1
796,8swnAYiv,104,1,1
797,8swnAYiv,87,1,0
798,8swnAYiv,78,1,0
799,8swnAYiv,111,1,1
800,8swnAYiv,48,1,1
801,8swnAYiv,110,1,1
802,8swnAYiv,91,1,1
803,8swnAYiv,13,1,0
804,8swnAYiv,101,1,1
805,8swnAYiv,8,-1,1
806,8swnAYiv,55,1,1
807,8swnAYiv,9,-1,1
808,8swnAYiv,95,1,1
809,8swnAYiv,40,1,1
810,8swnAYiv,68,1,0
811,8swnAYiv,29,1,0
812,8swnAYiv,83,1,0
813,8swnAYiv,59,1,1
814,8swnAYiv,70,1,0
815,8swnAYiv,36,1,1
816,c6mrkGkd,10,1,0
817,c6mrkGkd,89,1,0
818,c6mrkGkd,75,1,0
819,c6mrkGkd,119,1,1
820,c6mrkGkd,99,1,1
821,c6mrkGkd,16,-1,1
822,c6mrkGkd,24,1,0
823,c6mrkGkd,51,1,1
824,c6mrkGkd,58,1,1
825,c6mrkGkd,1,-1,1
826,c6mrkGkd,84,1,0
827,c6mrkGkd,64,-1,1
