workerId,Session,Study,treatmentId,taskId,comment,answer1,answer2,duration,startTime,submiTiime,answer,biasm
6336fecb0b27c43626068e01,SESSION_ID:64fb5d5feea9c573f47600fa,STUDY_ID:64fb5325bdb79267c69827df,2,18,66,25,30,duration:28176,startTime:Fri Sep 08 2023 14:03:53 GMT-0400 (Eastern Daylight Time),submitTime:Fri Sep 08 2023 14:04:21 GMT-0400 (Eastern Daylight Time)},0.3,0.024137931
5f4818e6d5ce1016c865ed24,SESSION_ID:64f8e47cf91ae7b584702e47,STUDY_ID:64f8ce337b289a6b18812bbb,2,9,43,95,100,duration:16195,startTime:Wed Sep 06 2023 16:53:17 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:53:33 GMT-0400 (Eastern Daylight Time)},1,0.078431373
6109e236712f82b8272ac810,SESSION_ID:64f8e2f33f25219a88fee476,STUDY_ID:64f8ce337b289a6b18812bbb,2,13,5,25,25,duration:10425,startTime:Wed Sep 06 2023 15:52:38 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 15:52:49 GMT-0500 (Central Daylight Time)},0.25,0.234615385
636261a282f90a4b0998fe5c,SESSION_ID:64f8e2625e5d9afcdd2f7997,STUDY_ID:64f8ce337b289a6b18812bba,2,13,90,15,15,duration:39215,startTime:Wed Sep 06 2023 17:01:16 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 17:01:55 GMT-0400 (Eastern Daylight Time)},0.15,-0.505172414
60dfe9736907fdf7faf974c3,SESSION_ID:64fb54a594671a3e22b4cff7,STUDY_ID:64fb5325bdb79267c69827df,2,24,5,1,0,duration:11942,startTime:Fri Sep 08 2023 13:17:42 GMT-0400 (Eastern Daylight Time),submitTime:Fri Sep 08 2023 13:17:54 GMT-0400 (Eastern Daylight Time)},0,-0.015384615
60b1e0b0d3329704f19e6590,SESSION_ID:64f8e21f972f8aa367a6c021,STUDY_ID:64f8ce337b289a6b18812bbb,2,14,5,1,0,duration:10553,startTime:Wed Sep 06 2023 15:42:46 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 15:42:57 GMT-0500 (Central Daylight Time)},0,-0.015384615
612e1df9913c996adb2a42a6,SESSION_ID:64f88cff9ff87e896c083c61,STUDY_ID:64f87d77f1db16f3b98108c3,2,21,89,95,94,duration:20682,startTime:Wed Sep 06 2023 09:49:53 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:50:13 GMT-0500 (Central Daylight Time)},0.94,0.26
62728884995a1a76605d0214,SESSION_ID:64f8921e8535d5a04fa31b82,STUDY_ID:64f87d77f1db16f3b98108c3,2,14,104,45,45,duration:7887,startTime:Wed Sep 06 2023 10:58:58 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:59:06 GMT-0400 (Eastern Daylight Time)},0.45,-0.478571429
62edced11d9948c019253ff6,SESSION_ID:64f8e2de3d4357b95403160b,STUDY_ID:64f8ce337b289a6b18812bba,2,15,91,25,21,duration:13841,startTime:Wed Sep 06 2023 16:42:12 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:42:26 GMT-0400 (Eastern Daylight Time)},0.21,-0.424615385
5f32f61bbff4620bf0794044,SESSION_ID:64f8d2fc25b6af134baafedb,STUDY_ID:64f8ce337b289a6b18812bba,2,9,117,25,25,duration:22237,startTime:Wed Sep 06 2023 14:37:28 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 14:37:51 GMT-0500 (Central Daylight Time)},0.25,-0.75
60fde5e29e585481874a9d16,SESSION_ID:64f8eba1d200ee4af6d98b95,STUDY_ID:64f8ce337b289a6b18812bbb,2,21,30,85,85,duration:9551,startTime:Wed Sep 06 2023 14:27:18 GMT-0700 (Mountain Standard Time),submitTime:Wed Sep 06 2023 14:27:28 GMT-0700 (Mountain Standard Time)},0.85,-0.133050847
5e711d9e908b46031e32138c,SESSION_ID:64f9fa530ec9b6cb6a002bc7,STUDY_ID:64f9ee09a7d6206585ae8d11,2,23,31,25,25,duration:12563,startTime:Thu Sep 07 2023 12:51:34 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 12:51:46 GMT-0400 (Eastern Daylight Time)},0.25,-0.695454545
62a0e45a42fe6bdc52816cba,SESSION_ID:64f8e45900c076ace0aa1951,STUDY_ID:64f8ce337b289a6b18812bba,2,9,88,35,40,duration:15966,startTime:Wed Sep 06 2023 15:52:56 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 15:53:12 GMT-0500 (Central Daylight Time)},0.4,-0.411320755
62728884995a1a76605d0214,SESSION_ID:64f8921e8535d5a04fa31b82,STUDY_ID:64f87d77f1db16f3b98108c3,2,15,46,35,35,duration:8633,startTime:Wed Sep 06 2023 10:59:06 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:59:14 GMT-0400 (Eastern Daylight Time)},0.35,-0.631818182
6107d8ee8bd9a035d04f6d98,SESSION_ID:64f8906fdf0e210b98b940b1,STUDY_ID:64f87d77f1db16f3b98108c3,2,7,74,25,25,duration:29167,startTime:Wed Sep 06 2023 07:51:49 GMT-0700 (Pacific Daylight Time),submitTime:Wed Sep 06 2023 07:52:18 GMT-0700 (Pacific Daylight Time)},0.25,-0.11
5e6a610ab80986011a2bafa8,SESSION_ID:64f88806fd39f4196003160c,STUDY_ID:64f87d77f1db16f3b98108c3,2,12,18,5,3,duration:8335,startTime:Wed Sep 06 2023 09:21:50 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:21:58 GMT-0500 (Central Daylight Time)},0.03,-0.239230769
60dfe9736907fdf7faf974c3,SESSION_ID:64fb54a594671a3e22b4cff7,STUDY_ID:64fb5325bdb79267c69827df,2,9,3,1,0,duration:22049,startTime:Fri Sep 08 2023 13:11:14 GMT-0400 (Eastern Daylight Time),submitTime:Fri Sep 08 2023 13:11:36 GMT-0400 (Eastern Daylight Time)},0,-0.240740741
5fc2c97b862e3e4297a36895,SESSION_ID:64f88e13a7358a5627033f1a,STUDY_ID:64f87d77f1db16f3b98108c2,2,24,107,85,84,duration:11383,startTime:Wed Sep 06 2023 10:43:39 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:43:51 GMT-0400 (Eastern Daylight Time)},0.84,-0.123636364
5f21f8a46a97191e94a4d08c,SESSION_ID:64fb37e2f54f458988985fd0,STUDY_ID:64fb25990f2d04d645f0af85,2,7,20,35,32,duration:57441,startTime:Fri Sep 08 2023 09:22:02 GMT-0600 (Mountain Daylight Time),submitTime:Fri Sep 08 2023 09:23:00 GMT-0600 (Mountain Daylight Time)},0.32,0.230714286
5e711d9e908b46031e32138c,SESSION_ID:64f9fa530ec9b6cb6a002bc7,STUDY_ID:64f9ee09a7d6206585ae8d11,2,9,75,55,57,duration:25016,startTime:Thu Sep 07 2023 12:40:37 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 12:41:02 GMT-0400 (Eastern Daylight Time)},0.57,-0.256923077
6336fecb0b27c43626068e01,SESSION_ID:64fb5d5feea9c573f47600fa,STUDY_ID:64fb5325bdb79267c69827df,2,4,55,85,85,duration:16049,startTime:Fri Sep 08 2023 13:58:58 GMT-0400 (Eastern Daylight Time),submitTime:Fri Sep 08 2023 13:59:14 GMT-0400 (Eastern Daylight Time)},0.85,-0.15
60adf51428fe67f3dd0d3f35,SESSION_ID:64f8df04e6c922e0285ac7a3,STUDY_ID:64f8ce337b289a6b18812bbb,2,1,88,45,45,duration:28350,startTime:Wed Sep 06 2023 13:21:38 GMT-0700 (Pacific Daylight Time),submitTime:Wed Sep 06 2023 13:22:06 GMT-0700 (Pacific Daylight Time)},0.45,-0.361320755
5f85f217f845b10f388f2ce7,SESSION_ID:64f8e5feab6a041bf3960a84,STUDY_ID:64f8ce337b289a6b18812bbb,2,1,96,15,15,duration:40738,startTime:Wed Sep 06 2023 15:53:24 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 15:54:05 GMT-0500 (Central Daylight Time)},0.15,-0.63
614ca018863895a0b6724719,SESSION_ID:64f8df86c55105889b083c74,STUDY_ID:64f8ce337b289a6b18812bbb,2,5,92,35,40,duration:19925,startTime:Wed Sep 06 2023 16:30:37 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:30:57 GMT-0400 (Eastern Daylight Time)},0.4,-0.336842105
643c5a145909cc6ac7e6d62c,SESSION_ID:64f9fe4cf1039b24ebf6d4cb,STUDY_ID:64f9ee09a7d6206585ae8d12,2,24,40,85,85,duration:16086,startTime:Thu Sep 07 2023 10:08:19 GMT-0700 (Pacific Daylight Time),submitTime:Thu Sep 07 2023 10:08:35 GMT-0700 (Pacific Daylight Time)},0.85,-0.15
5e711d9e908b46031e32138c,SESSION_ID:64f9fa530ec9b6cb6a002bc7,STUDY_ID:64f9ee09a7d6206585ae8d11,2,4,70,5,4,duration:26584,startTime:Thu Sep 07 2023 12:37:24 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 12:37:51 GMT-0400 (Eastern Daylight Time)},0.04,-0.386229508
5dbc73047d3d3622bcd31170,SESSION_ID:64f88bd34c956d077235aee3,STUDY_ID:64f87d77f1db16f3b98108c3,2,7,44,5,1,duration:8348,startTime:Wed Sep 06 2023 09:28:09 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:28:17 GMT-0500 (Central Daylight Time)},0.01,-0.935454545
633dbba020f607c3522b86ed,SESSION_ID:64f8e63618ccddb31cae3ab3,STUDY_ID:64f8ce337b289a6b18812bba,2,9,80,5,3,duration:9879,startTime:Wed Sep 06 2023 17:05:17 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 17:05:27 GMT-0400 (Eastern Daylight Time)},0.03,-0.898571429
61084dbab48ab21fce452554,SESSION_ID:64f89067aa40ff126e2cac6a,STUDY_ID:64f87d77f1db16f3b98108c3,2,5,48,65,68,duration:11437,startTime:Wed Sep 06 2023 10:50:38 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:50:50 GMT-0400 (Eastern Daylight Time)},0.68,-0.202352941
62851102d56842a48361f9d4,SESSION_ID:64f9f9b797e403a3fd302527,STUDY_ID:64f9ee09a7d6206585ae8d11,2,1,6,1,0,duration:30487,startTime:Thu Sep 07 2023 12:33:28 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 12:33:58 GMT-0400 (Eastern Daylight Time)},0,-0.039215686
639f9c5df69bccc14bb598b7,SESSION_ID:64f8ec26b583050001b875a6,STUDY_ID:64f8ce337b289a6b18812bba,2,6,27,15,15,duration:23390,startTime:Wed Sep 06 2023 15:21:51 GMT-0600 (Mountain Daylight Time),submitTime:Wed Sep 06 2023 15:22:14 GMT-0600 (Mountain Daylight Time)},0.15,-0.205932203
57af9cdda169b50001a434e3,SESSION_ID:64f88b5bd4ee2b1028fd2e2b,STUDY_ID:64f87d77f1db16f3b98108c3,2,12,56,55,55,duration:11218,startTime:Wed Sep 06 2023 09:29:31 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:29:42 GMT-0500 (Central Daylight Time)},0.55,-0.41
5f721a81ee2a860fe028a8a4,SESSION_ID:64fb5a33156f1abeb14170a6,STUDY_ID:64fb5325bdb79267c69827df,2,9,40,75,72,duration:13034,startTime:Fri Sep 08 2023 10:38:20 GMT-0700 (Pacific Daylight Time),submitTime:Fri Sep 08 2023 10:38:33 GMT-0700 (Pacific Daylight Time)},0.72,-0.28
63d412b04410a6e323b0d343,SESSION_ID:64f8e28f64c02812fb2cbc9b,STUDY_ID:64f8ce337b289a6b18812bbb,2,19,48,45,45,duration:4641,startTime:Wed Sep 06 2023 13:39:05 GMT-0700 (Pacific Daylight Time),submitTime:Wed Sep 06 2023 13:39:10 GMT-0700 (Pacific Daylight Time)},0.45,-0.432352941
636261a282f90a4b0998fe5c,SESSION_ID:64f8e2625e5d9afcdd2f7997,STUDY_ID:64f8ce337b289a6b18812bba,2,14,49,5,5,duration:27082,startTime:Wed Sep 06 2023 17:01:55 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 17:02:22 GMT-0400 (Eastern Daylight Time)},0.05,-0.891176471
638c01625c212d643526dfae,SESSION_ID:64f8ef68a1600fc08e5ac779,STUDY_ID:64f8ce337b289a6b18812bba,2,22,36,95,100,duration:13257,startTime:Wed Sep 06 2023 16:46:43 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 16:46:56 GMT-0500 (Central Daylight Time)},1,0.078431373
64018f58d236aad3893f34b6,SESSION_ID:64f8e5de25435cbcd5b250a4,STUDY_ID:64f8ce337b289a6b18812bba,2,6,17,15,19,duration:22300,startTime:Wed Sep 06 2023 16:57:53 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:58:15 GMT-0400 (Eastern Daylight Time)},0.19,-0.217407407
64018f58d236aad3893f34b6,SESSION_ID:64f8e5de25435cbcd5b250a4,STUDY_ID:64f8ce337b289a6b18812bba,2,13,119,65,67,duration:23282,startTime:Wed Sep 06 2023 17:03:44 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 17:04:07 GMT-0400 (Eastern Daylight Time)},0.67,-0.29
643c5a145909cc6ac7e6d62c,SESSION_ID:64f9fe4cf1039b24ebf6d4cb,STUDY_ID:64f9ee09a7d6206585ae8d12,2,1,2,45,45,duration:58597,startTime:Thu Sep 07 2023 09:51:48 GMT-0700 (Pacific Daylight Time),submitTime:Thu Sep 07 2023 09:52:46 GMT-0700 (Pacific Daylight Time)},0.45,0.431481481
643c5a145909cc6ac7e6d62c,SESSION_ID:64f9fe4cf1039b24ebf6d4cb,STUDY_ID:64f9ee09a7d6206585ae8d12,2,17,90,55,55,duration:4555,startTime:Thu Sep 07 2023 10:06:59 GMT-0700 (Pacific Daylight Time),submitTime:Thu Sep 07 2023 10:07:04 GMT-0700 (Pacific Daylight Time)},0.55,-0.105172414
62d882e6a4564ff6bbeef874,SESSION_ID:64f8e27e15dfd166fc8e71da,STUDY_ID:64f8ce337b289a6b18812bba,2,11,73,55,59,duration:24029,startTime:Wed Sep 06 2023 16:45:01 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:45:25 GMT-0400 (Eastern Daylight Time)},0.59,0.161428571
614ca018863895a0b6724719,SESSION_ID:64f8df86c55105889b083c74,STUDY_ID:64f8ce337b289a6b18812bbb,2,15,107,65,64,duration:17790,startTime:Wed Sep 06 2023 16:34:35 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:34:53 GMT-0400 (Eastern Daylight Time)},0.64,-0.323636364
6336fecb0b27c43626068e01,SESSION_ID:64fb5d5feea9c573f47600fa,STUDY_ID:64fb5325bdb79267c69827df,2,16,20,45,50,duration:12541,startTime:Fri Sep 08 2023 14:03:27 GMT-0400 (Eastern Daylight Time),submitTime:Fri Sep 08 2023 14:03:40 GMT-0400 (Eastern Daylight Time)},0.5,0.410714286
646c953a4bedd1bdd42d3177,SESSION_ID:64f8e6ecf172546da5b9b7fb,STUDY_ID:64f8ce337b289a6b18812bba,2,4,77,75,75,duration:10066,startTime:Wed Sep 06 2023 17:01:15 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 17:01:25 GMT-0400 (Eastern Daylight Time)},0.75,0.19
637ce608b8f8f923bf784d84,SESSION_ID:64f887e445d7834a87b250c7,STUDY_ID:64f87d77f1db16f3b98108c3,2,22,75,15,16,duration:16354,startTime:Wed Sep 06 2023 10:18:49 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:19:05 GMT-0400 (Eastern Daylight Time)},0.16,-0.666923077
647c634cd65cca58780f6b82,SESSION_ID:64f88d7ee0df91e9c25ac764,STUDY_ID:64f87d77f1db16f3b98108c2,2,12,1,75,75,duration:11276,startTime:Wed Sep 06 2023 09:38:14 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:38:25 GMT-0500 (Central Daylight Time)},0.75,0.67
615880a66bc32302998866d9,SESSION_ID:64f8e66018ccddb31cae3ac0,STUDY_ID:64f8ce337b289a6b18812bbb,2,10,61,1,0,duration:8510,startTime:Wed Sep 06 2023 16:02:20 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 16:02:28 GMT-0500 (Central Daylight Time)},0,-0.036363636
5f4fe40c4af6f3120ff17532,SESSION_ID:64f89058dea5248e6cddae7d,STUDY_ID:64f87d77f1db16f3b98108c2,2,6,65,1,0,duration:13580,startTime:Wed Sep 06 2023 07:49:57 GMT-0700 (Pacific Daylight Time),submitTime:Wed Sep 06 2023 07:50:10 GMT-0700 (Pacific Daylight Time)},0,-0.111111111
5de83f3b3aa615000a41f831,SESSION_ID:64f8df613300750792702e44,STUDY_ID:64f8ce337b289a6b18812bbb,2,2,90,55,53,duration:90861,startTime:Wed Sep 06 2023 16:43:19 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:44:50 GMT-0400 (Eastern Daylight Time)},0.53,-0.125172414
636261a282f90a4b0998fe5c,SESSION_ID:64f8e2625e5d9afcdd2f7997,STUDY_ID:64f8ce337b289a6b18812bba,2,11,75,5,5,duration:20361,startTime:Wed Sep 06 2023 17:00:22 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 17:00:43 GMT-0400 (Eastern Daylight Time)},0.05,-0.776923077
61084dbab48ab21fce452554,SESSION_ID:64f89067aa40ff126e2cac6a,STUDY_ID:64f87d77f1db16f3b98108c3,2,23,77,25,26,duration:8393,startTime:Wed Sep 06 2023 10:55:00 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:55:09 GMT-0400 (Eastern Daylight Time)},0.26,-0.3
5ba288c63fd80800016308c4,SESSION_ID:64f8901a80bf23b318ac37cc,STUDY_ID:64f87d77f1db16f3b98108c2,2,6,116,95,100,duration:13330,startTime:Wed Sep 06 2023 10:47:34 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:47:47 GMT-0400 (Eastern Daylight Time)},1,0
647c634cd65cca58780f6b82,SESSION_ID:64f88d7ee0df91e9c25ac764,STUDY_ID:64f87d77f1db16f3b98108c2,2,15,62,25,25,duration:7584,startTime:Wed Sep 06 2023 09:38:43 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:38:50 GMT-0500 (Central Daylight Time)},0.25,0.19
5f4f93bcb46af5055714d433,SESSION_ID:64f88f10d55a4a34a4b2a9ca,STUDY_ID:64f87d77f1db16f3b98108c3,2,2,14,1,0,duration:57065,startTime:Wed Sep 06 2023 10:48:34 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:49:31 GMT-0400 (Eastern Daylight Time)},0,-0.057692308
5eb1c4b83d87452fe3a40ff5,SESSION_ID:64f8dbbeb2e0de07d8356c89,STUDY_ID:64f8ce337b289a6b18812bbb,2,9,88,25,25,duration:10858,startTime:Wed Sep 06 2023 16:11:01 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:11:11 GMT-0400 (Eastern Daylight Time)},0.25,-0.561320755
62959d1553cc14e98f4b8d78,SESSION_ID:64f8e53cfbddfda612a1aba9,STUDY_ID:64f8ce337b289a6b18812bba,2,24,45,75,78,duration:7992,startTime:Wed Sep 06 2023 13:59:10 GMT-0700 (Pacific Daylight Time),submitTime:Wed Sep 06 2023 13:59:18 GMT-0700 (Pacific Daylight Time)},0.78,-0.171612903
60fdbd971aab70ac228ed016,SESSION_ID:64f8e020635e55e331027fbc,STUDY_ID:64f8ce337b289a6b18812bbb,2,22,55,25,23,duration:20284,startTime:Wed Sep 06 2023 16:39:40 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:40:00 GMT-0400 (Eastern Daylight Time)},0.23,-0.77
6331b9456956d880a1e4632f,SESSION_ID:64f88f86aa40ff126e2cac3d,STUDY_ID:64f87d77f1db16f3b98108c2,2,16,113,45,44,duration:6945,startTime:Wed Sep 06 2023 07:48:03 GMT-0700 (Pacific Daylight Time),submitTime:Wed Sep 06 2023 07:48:10 GMT-0700 (Pacific Daylight Time)},0.44,-0.505454545
5c646fd5a6d35c00015e8f3b,SESSION_ID:64f88a85d844aec0baf489aa,STUDY_ID:64f87d77f1db16f3b98108c2,2,5,10,65,67,duration:28708,startTime:Wed Sep 06 2023 10:27:39 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:28:08 GMT-0400 (Eastern Daylight Time)},0.67,0.433636364
60fde5e29e585481874a9d16,SESSION_ID:64f8eba1d200ee4af6d98b95,STUDY_ID:64f8ce337b289a6b18812bbb,2,22,102,85,85,duration:10065,startTime:Wed Sep 06 2023 14:27:28 GMT-0700 (Mountain Standard Time),submitTime:Wed Sep 06 2023 14:27:38 GMT-0700 (Mountain Standard Time)},0.85,-0.093396226
63e51bdade16b861346088b4,SESSION_ID:64f88bc96fabf0ef7c2c2579,STUDY_ID:64f87d77f1db16f3b98108c2,2,13,47,95,99,duration:7775,startTime:Wed Sep 06 2023 10:29:11 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:29:18 GMT-0400 (Eastern Daylight Time)},0.99,-0.01
63d4351c19d2f4fb2c92029d,SESSION_ID:64f886e9d3ddbf4a28166484,STUDY_ID:64f87d77f1db16f3b98108c3,2,1,88,55,55,duration:179150,startTime:Wed Sep 06 2023 10:07:33 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:10:32 GMT-0400 (Eastern Daylight Time)},0.55,-0.261320755
60e2193771b86e6712f86efc,SESSION_ID:64fb5d79596bace2f151584c,STUDY_ID:64fb5325bdb79267c69827df,2,15,9,1,0,duration:8708,startTime:Fri Sep 08 2023 13:50:50 GMT-0400 (Eastern Daylight Time),submitTime:Fri Sep 08 2023 13:50:58 GMT-0400 (Eastern Daylight Time)},0,-0.039215686
647c634cd65cca58780f6b82,SESSION_ID:64f88d7ee0df91e9c25ac764,STUDY_ID:64f87d77f1db16f3b98108c2,2,13,50,45,45,duration:13180,startTime:Wed Sep 06 2023 09:38:25 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:38:38 GMT-0500 (Central Daylight Time)},0.45,-0.513636364
637ce608b8f8f923bf784d84,SESSION_ID:64f887e445d7834a87b250c7,STUDY_ID:64f87d77f1db16f3b98108c3,2,6,24,15,12,duration:13862,startTime:Wed Sep 06 2023 10:14:10 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:14:23 GMT-0400 (Eastern Daylight Time)},0.12,-0.694814815
5fc2c97b862e3e4297a36895,SESSION_ID:64f88e13a7358a5627033f1a,STUDY_ID:64f87d77f1db16f3b98108c2,2,23,59,95,94,duration:11798,startTime:Wed Sep 06 2023 10:43:28 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:43:39 GMT-0400 (Eastern Daylight Time)},0.94,-0.042758621
62b33e2a447824fbd0770025,SESSION_ID:64f8e172e30ea389e45ac75d,STUDY_ID:64f8ce337b289a6b18812bbb,2,23,85,1,0,duration:9757,startTime:Wed Sep 06 2023 16:36:38 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:36:48 GMT-0400 (Eastern Daylight Time)},0,-0.362068966
5f21f8a46a97191e94a4d08c,SESSION_ID:64fb37e2f54f458988985fd0,STUDY_ID:64fb25990f2d04d645f0af85,2,10,107,75,77,duration:34642,startTime:Fri Sep 08 2023 09:24:00 GMT-0600 (Mountain Daylight Time),submitTime:Fri Sep 08 2023 09:24:35 GMT-0600 (Mountain Daylight Time)},0.77,-0.193636364
55d35a63da14d7001295328e,SESSION_ID:64f9f5356d1b5037b97a0ce9,STUDY_ID:64f9ee09a7d6206585ae8d12,2,24,44,65,69,duration:7725,startTime:Thu Sep 07 2023 12:13:08 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 12:13:15 GMT-0400 (Eastern Daylight Time)},0.69,-0.255454545
