workerId,comment,answer1
CVciLIf8,115,1
CVciLIf8,100,1
CVciLIf8,28,1
CVciLIf8,50,1
CVciLIf8,87,1
CVciLIf8,69,-1
CVciLIf8,102,1
CVciLIf8,37,1
CVciLIf8,99,1
CVciLIf8,42,1
CVciLIf8,95,1
CVciLIf8,117,1
CVciLIf8,61,-1
Y0D8JYLH,41,1
Y0D8JYLH,16,-1
Y0D8JYLH,70,1
Y0D8JYLH,110,-1
Y0D8JYLH,19,-1
Y0D8JYLH,118,1
Y0D8JYLH,3,-1
Y0D8JYLH,52,1
Y0D8JYLH,93,-1
Y0D8JYLH,54,1
Y0D8JYLH,103,1
Y0D8JYLH,60,-1
Y0D8JYLH,88,1
Y0D8JYLH,22,-1
Y0D8JYLH,37,1
Y0D8JYLH,23,1
Y0D8JYLH,2,1
Y0D8JYLH,73,1
Y0D8JYLH,49,1
Y0D8JYLH,109,1
Y0D8JYLH,84,-1
Y0D8JYLH,98,1
Y0D8JYLH,33,1
Y0D8JYLH,62,-1
nLI9cjXI,30,1
nLI9cjXI,69,1
nLI9cjXI,8,-1
nLI9cjXI,98,1
nLI9cjXI,102,1
nLI9cjXI,90,1
nLI9cjXI,85,-1
nLI9cjXI,56,1
nLI9cjXI,33,1
nLI9cjXI,27,-1
nLI9cjXI,47,1
nLI9cjXI,109,1
nLI9cjXI,24,1
nLI9cjXI,84,1
nLI9cjXI,73,-1
nLI9cjXI,57,1
nLI9cjXI,67,-1
nLI9cjXI,117,1
nLI9cjXI,15,-1
nLI9cjXI,118,1
nLI9cjXI,42,1
nLI9cjXI,1,-1
nLI9cjXI,17,1
nLI9cjXI,70,1
TTKlsJv0,34,-1
TTKlsJv0,74,-1
TTKlsJv0,30,1
TTKlsJv0,106,1
TTKlsJv0,1,-1
TTKlsJv0,67,-1
TTKlsJv0,51,1
TTKlsJv0,0,-1
TTKlsJv0,19,-1
TTKlsJv0,20,-1
TTKlsJv0,55,1
TTKlsJv0,61,-1
TTKlsJv0,90,1
TTKlsJv0,102,1
TTKlsJv0,72,-1
TTKlsJv0,13,1
TTKlsJv0,29,-1
TTKlsJv0,97,1
TTKlsJv0,80,-1
TTKlsJv0,42,1
TTKlsJv0,113,-1
TTKlsJv0,47,1
TTKlsJv0,87,1
TTKlsJv0,118,1
JpaEde3Q,19,1
JpaEde3Q,56,1
JpaEde3Q,41,1
JpaEde3Q,80,1
JpaEde3Q,77,1
JpaEde3Q,49,1
JpaEde3Q,3,1
JpaEde3Q,35,1
JpaEde3Q,62,-1
JpaEde3Q,117,1
JpaEde3Q,106,1
JpaEde3Q,91,1
JpaEde3Q,33,1
JpaEde3Q,20,-1
JpaEde3Q,105,1
JpaEde3Q,23,1
JpaEde3Q,2,-1
JpaEde3Q,93,1
JpaEde3Q,15,-1
JpaEde3Q,83,-1
JpaEde3Q,52,1
JpaEde3Q,116,1
JpaEde3Q,65,-1
JpaEde3Q,70,1
0b6hZRhG,44,1
0b6hZRhG,39,-1
0b6hZRhG,5,-1
0b6hZRhG,119,1
0b6hZRhG,84,1
0b6hZRhG,58,1
0b6hZRhG,105,-1
0b6hZRhG,117,1
0b6hZRhG,51,-1
0b6hZRhG,40,1
0b6hZRhG,76,-1
0b6hZRhG,15,-1
0b6hZRhG,24,-1
0b6hZRhG,106,-1
0b6hZRhG,35,1
0b6hZRhG,68,-1
0b6hZRhG,95,1
0b6hZRhG,99,-1
0b6hZRhG,29,-1
0b6hZRhG,74,-1
0b6hZRhG,1,-1
0b6hZRhG,65,-1
0b6hZRhG,88,-1
0b6hZRhG,13,1
Ae8X3Iju,54,1
Ae8X3Iju,106,1
Ae8X3Iju,26,1
Ae8X3Iju,74,-1
Ae8X3Iju,69,1
Ae8X3Iju,41,1
Ae8X3Iju,112,1
Ae8X3Iju,55,1
Ae8X3Iju,78,1
Ae8X3Iju,11,1
Ae8X3Iju,48,1
Ae8X3Iju,31,1
Ae8X3Iju,95,-1
Ae8X3Iju,117,1
Ae8X3Iju,18,-1
Ae8X3Iju,89,1
Ae8X3Iju,90,1
Ae8X3Iju,7,-1
Ae8X3Iju,64,-1
Ae8X3Iju,105,1
Ae8X3Iju,28,1
Ae8X3Iju,5,-1
Ae8X3Iju,35,1
Ae8X3Iju,82,-1
3Si2d1ck,16,-1
3Si2d1ck,39,1
3Si2d1ck,3,-1
3Si2d1ck,92,1
3Si2d1ck,85,1
3Si2d1ck,118,1
3Si2d1ck,44,1
3Si2d1ck,25,-1
3Si2d1ck,5,-1
3Si2d1ck,19,-1
3Si2d1ck,53,1
3Si2d1ck,108,1
3Si2d1ck,62,-1
3Si2d1ck,35,1
3Si2d1ck,78,-1
3Si2d1ck,100,1
3Si2d1ck,57,1
3Si2d1ck,60,-1
3Si2d1ck,49,1
3Si2d1ck,91,1
3Si2d1ck,23,1
3Si2d1ck,110,1
3Si2d1ck,86,1
3Si2d1ck,70,1
cuBb2B9U,28,1
cuBb2B9U,83,-1
cuBb2B9U,81,-1
cuBb2B9U,48,1
cuBb2B9U,65,-1
cuBb2B9U,59,1
cuBb2B9U,78,1
cuBb2B9U,110,1
cuBb2B9U,3,-1
cuBb2B9U,8,-1
cuBb2B9U,40,1
cuBb2B9U,27,-1
cuBb2B9U,116,1
cuBb2B9U,33,1
cuBb2B9U,71,-1
cuBb2B9U,11,-1
cuBb2B9U,95,1
cuBb2B9U,92,1
cuBb2B9U,31,1
cuBb2B9U,13,1
cuBb2B9U,53,1
cuBb2B9U,63,-1
cuBb2B9U,102,1
cuBb2B9U,103,-1
0xjIoK6n,11,1
0xjIoK6n,88,1
0xjIoK6n,94,1
0xjIoK6n,91,1
0xjIoK6n,103,-1
0xjIoK6n,17,-1
0xjIoK6n,59,1
0xjIoK6n,24,1
0xjIoK6n,41,1
0xjIoK6n,114,1
0xjIoK6n,2,-1
0xjIoK6n,37,1
0xjIoK6n,116,1
0xjIoK6n,57,1
0xjIoK6n,46,1
0xjIoK6n,27,-1
0xjIoK6n,39,1
0xjIoK6n,71,-1
0xjIoK6n,7,-1
0xjIoK6n,76,1
0xjIoK6n,84,-1
0xjIoK6n,101,1
0xjIoK6n,66,-1
0xjIoK6n,68,-1
ZTctYqFn,7,-1
ZTctYqFn,92,1
ZTctYqFn,30,1
ZTctYqFn,108,1
ZTctYqFn,115,1
ZTctYqFn,77,1
ZTctYqFn,8,-1
ZTctYqFn,29,-1
ZTctYqFn,87,1
ZTctYqFn,67,-1
ZTctYqFn,44,1
ZTctYqFn,14,-1
ZTctYqFn,13,1
ZTctYqFn,46,1
ZTctYqFn,93,1
ZTctYqFn,63,-1
ZTctYqFn,71,-1
ZTctYqFn,88,1
ZTctYqFn,107,1
ZTctYqFn,58,1
ZTctYqFn,118,1
ZTctYqFn,27,-1
ZTctYqFn,31,1
ZTctYqFn,57,1
JnOgZqLj,68,-1
JnOgZqLj,1,-1
JnOgZqLj,116,1
JnOgZqLj,34,1
JnOgZqLj,89,1
JnOgZqLj,7,-1
JnOgZqLj,103,-1
JnOgZqLj,107,1
JnOgZqLj,20,-1
JnOgZqLj,15,-1
JnOgZqLj,41,1
JnOgZqLj,82,1
JnOgZqLj,60,-1
JnOgZqLj,57,1
JnOgZqLj,96,1
JnOgZqLj,90,1
JnOgZqLj,37,1
JnOgZqLj,113,1
JnOgZqLj,18,-1
JnOgZqLj,45,1
JnOgZqLj,21,1
JnOgZqLj,56,1
JnOgZqLj,79,-1
JnOgZqLj,72,-1
NM282dWM,66,-1
NM282dWM,46,1
NM282dWM,14,-1
NM282dWM,79,-1
NM282dWM,29,1
NM282dWM,43,-1
NM282dWM,1,1
NM282dWM,87,1
NM282dWM,96,1
NM282dWM,105,1
NM282dWM,16,-1
NM282dWM,72,-1
NM282dWM,112,-1
NM282dWM,117,1
NM282dWM,86,1
NM282dWM,2,-1
NM282dWM,95,-1
NM282dWM,23,1
NM282dWM,53,1
NM282dWM,50,1
NM282dWM,38,-1
NM282dWM,33,1
NM282dWM,61,-1
NM282dWM,107,1
OakbRGmd,80,1
OakbRGmd,54,1
OakbRGmd,95,-1
OakbRGmd,12,-1
OakbRGmd,4,-1
OakbRGmd,45,1
OakbRGmd,74,-1
OakbRGmd,78,-1
OakbRGmd,104,1
OakbRGmd,41,1
OakbRGmd,27,1
OakbRGmd,65,-1
OakbRGmd,5,-1
OakbRGmd,106,1
OakbRGmd,33,1
OakbRGmd,113,1
OakbRGmd,50,1
OakbRGmd,36,1
OakbRGmd,87,1
OakbRGmd,14,-1
OakbRGmd,98,-1
OakbRGmd,22,-1
OakbRGmd,63,-1
OakbRGmd,112,-1
4rNwjpKf,40,1
4rNwjpKf,70,1
4rNwjpKf,37,1
4rNwjpKf,4,-1
4rNwjpKf,77,1
4rNwjpKf,107,1
4rNwjpKf,35,1
4rNwjpKf,5,-1
4rNwjpKf,87,1
4rNwjpKf,61,-1
4rNwjpKf,100,1
4rNwjpKf,29,-1
4rNwjpKf,66,-1
4rNwjpKf,24,1
4rNwjpKf,11,1
4rNwjpKf,44,1
4rNwjpKf,115,1
4rNwjpKf,98,1
4rNwjpKf,110,1
4rNwjpKf,88,1
4rNwjpKf,53,1
4rNwjpKf,12,-1
4rNwjpKf,99,1
4rNwjpKf,58,1
LwztOmXm,73,-1
LwztOmXm,53,1
LwztOmXm,63,-1
LwztOmXm,2,-1
LwztOmXm,107,1
LwztOmXm,110,1
LwztOmXm,26,1
LwztOmXm,55,1
LwztOmXm,13,1
LwztOmXm,89,1
LwztOmXm,106,1
LwztOmXm,65,-1
LwztOmXm,36,1
LwztOmXm,90,1
LwztOmXm,117,1
LwztOmXm,45,1
LwztOmXm,4,-1
LwztOmXm,22,-1
LwztOmXm,83,-1
LwztOmXm,77,1
LwztOmXm,11,1
LwztOmXm,38,1
LwztOmXm,42,1
LwztOmXm,99,1
auCD282p,97,1
auCD282p,7,-1
auCD282p,11,-1
auCD282p,12,-1
auCD282p,0,-1
auCD282p,28,1
auCD282p,25,1
auCD282p,38,1
auCD282p,39,1
auCD282p,68,-1
auCD282p,95,1
auCD282p,53,1
auCD282p,81,-1
auCD282p,44,1
auCD282p,83,1
auCD282p,46,1
auCD282p,74,-1
auCD282p,109,1
auCD282p,65,-1
auCD282p,105,1
auCD282p,78,1
auCD282p,54,1
auCD282p,116,1
auCD282p,119,1
Kb01p5B4,38,1
Kb01p5B4,116,1
Kb01p5B4,12,-1
Kb01p5B4,84,-1
Kb01p5B4,51,1
Kb01p5B4,4,-1
Kb01p5B4,17,1
Kb01p5B4,104,1
Kb01p5B4,54,1
Kb01p5B4,98,1
Kb01p5B4,44,1
Kb01p5B4,32,1
Kb01p5B4,97,1
Kb01p5B4,111,1
Kb01p5B4,22,1
Kb01p5B4,41,1
Kb01p5B4,64,-1
Kb01p5B4,101,1
Kb01p5B4,79,-1
Kb01p5B4,8,-1
Kb01p5B4,67,1
Kb01p5B4,21,1
Kb01p5B4,78,1
Kb01p5B4,81,1
7kgpTuLG,6,-1
7kgpTuLG,0,-1
7kgpTuLG,113,1
7kgpTuLG,98,1
7kgpTuLG,90,1
7kgpTuLG,69,1
7kgpTuLG,35,1
7kgpTuLG,84,1
7kgpTuLG,75,1
7kgpTuLG,49,1
7kgpTuLG,22,1
7kgpTuLG,11,1
7kgpTuLG,72,-1
7kgpTuLG,33,1
7kgpTuLG,111,1
7kgpTuLG,25,1
7kgpTuLG,54,1
7kgpTuLG,100,1
7kgpTuLG,102,1
7kgpTuLG,87,1
7kgpTuLG,63,-1
7kgpTuLG,58,1
7kgpTuLG,46,1
7kgpTuLG,13,1
Ab4ypF2l,49,1
Ab4ypF2l,103,1
Ab4ypF2l,14,-1
Ab4ypF2l,99,-1
Ab4ypF2l,68,-1
Ab4ypF2l,113,1
Ab4ypF2l,28,1
Ab4ypF2l,84,1
Ab4ypF2l,37,1
Ab4ypF2l,3,-1
Ab4ypF2l,118,1
Ab4ypF2l,98,1
Ab4ypF2l,83,1
Ab4ypF2l,72,-1
Ab4ypF2l,53,1
Ab4ypF2l,77,-1
Ab4ypF2l,45,1
Ab4ypF2l,19,-1
Ab4ypF2l,8,-1
Ab4ypF2l,52,1
Ab4ypF2l,20,-1
Ab4ypF2l,107,1
Ab4ypF2l,39,1
Ab4ypF2l,63,-1
lllBzR0o,47,1
lllBzR0o,72,-1
lllBzR0o,23,1
lllBzR0o,71,-1
lllBzR0o,13,1
lllBzR0o,110,1
lllBzR0o,40,1
lllBzR0o,89,1
lllBzR0o,80,-1
lllBzR0o,2,-1
lllBzR0o,50,-1
lllBzR0o,39,1
lllBzR0o,24,-1
lllBzR0o,98,1
lllBzR0o,31,1
lllBzR0o,52,-1
lllBzR0o,5,-1
lllBzR0o,119,1
lllBzR0o,105,1
lllBzR0o,102,1
lllBzR0o,69,-1
lllBzR0o,14,-1
lllBzR0o,67,1
lllBzR0o,93,1
d5ZqUoXu,34,1
d5ZqUoXu,62,-1
d5ZqUoXu,2,-1
d5ZqUoXu,92,1
d5ZqUoXu,73,1
d5ZqUoXu,82,1
d5ZqUoXu,61,-1
d5ZqUoXu,83,-1
d5ZqUoXu,103,-1
d5ZqUoXu,116,1
d5ZqUoXu,22,1
d5ZqUoXu,7,-1
d5ZqUoXu,11,-1
d5ZqUoXu,29,1
d5ZqUoXu,59,1
d5ZqUoXu,31,1
d5ZqUoXu,93,1
d5ZqUoXu,104,1
d5ZqUoXu,70,-1
d5ZqUoXu,57,1
d5ZqUoXu,48,1
d5ZqUoXu,17,1
d5ZqUoXu,43,1
d5ZqUoXu,115,1
qrqSsJpy,19,-1
qrqSsJpy,1,-1
qrqSsJpy,8,-1
qrqSsJpy,10,-1
qrqSsJpy,27,1
qrqSsJpy,33,1
qrqSsJpy,36,1
qrqSsJpy,21,-1
qrqSsJpy,42,1
qrqSsJpy,57,1
qrqSsJpy,62,-1
qrqSsJpy,79,-1
qrqSsJpy,45,1
qrqSsJpy,60,-1
qrqSsJpy,70,-1
qrqSsJpy,55,1
qrqSsJpy,103,1
qrqSsJpy,84,1
qrqSsJpy,117,1
qrqSsJpy,85,-1
qrqSsJpy,98,1
qrqSsJpy,101,1
qrqSsJpy,96,1
qrqSsJpy,110,1
37o2765n,14,-1
37o2765n,6,-1
37o2765n,0,-1
37o2765n,18,1
37o2765n,29,1
37o2765n,37,1
37o2765n,25,1
37o2765n,33,1
37o2765n,59,1
37o2765n,49,1
37o2765n,47,1
37o2765n,50,1
37o2765n,77,-1
37o2765n,63,1
37o2765n,66,-1
37o2765n,75,1
37o2765n,85,1
37o2765n,83,1
37o2765n,98,1
37o2765n,94,1
37o2765n,106,1
37o2765n,109,1
37o2765n,111,1
37o2765n,115,1
qI08Fy6U,5,-1
qI08Fy6U,19,-1
qI08Fy6U,30,1
qI08Fy6U,108,1
qI08Fy6U,96,1
qI08Fy6U,82,-1
qI08Fy6U,9,-1
qI08Fy6U,87,1
qI08Fy6U,24,1
qI08Fy6U,20,-1
qI08Fy6U,98,1
qI08Fy6U,118,1
qI08Fy6U,117,1
qI08Fy6U,101,1
qI08Fy6U,38,1
qI08Fy6U,18,-1
qI08Fy6U,40,1
qI08Fy6U,49,1
qI08Fy6U,58,1
qI08Fy6U,56,1
qI08Fy6U,73,-1
qI08Fy6U,65,-1
qI08Fy6U,63,-1
qI08Fy6U,78,1
8UmPI1By,47,1
8UmPI1By,61,-1
8UmPI1By,109,1
8UmPI1By,35,1
8UmPI1By,118,1
8UmPI1By,27,-1
8UmPI1By,55,1
8UmPI1By,22,1
8UmPI1By,94,1
8UmPI1By,10,-1
8UmPI1By,88,1
8UmPI1By,119,1
8UmPI1By,81,1
8UmPI1By,19,-1
8UmPI1By,6,-1
8UmPI1By,66,-1
8UmPI1By,107,1
8UmPI1By,75,1
8UmPI1By,72,-1
8UmPI1By,8,-1
8UmPI1By,32,1
8UmPI1By,93,1
8UmPI1By,54,1
8UmPI1By,46,1
8Z6ehfyL,22,-1
8Z6ehfyL,81,1
8Z6ehfyL,17,-1
8Z6ehfyL,49,1
8Z6ehfyL,26,1
8Z6ehfyL,12,-1
8Z6ehfyL,51,1
8Z6ehfyL,64,-1
8Z6ehfyL,4,-1
8Z6ehfyL,67,-1
8Z6ehfyL,5,-1
8Z6ehfyL,38,1
8Z6ehfyL,101,1
8Z6ehfyL,79,-1
8Z6ehfyL,32,-1
8Z6ehfyL,48,1
8Z6ehfyL,104,1
8Z6ehfyL,95,1
8Z6ehfyL,75,1
8Z6ehfyL,97,1
8Z6ehfyL,84,-1
8Z6ehfyL,54,1
8Z6ehfyL,116,1
8Z6ehfyL,111,1
cmztvAM5,34,1
cmztvAM5,54,1
cmztvAM5,102,1
cmztvAM5,84,-1
cmztvAM5,29,-1
cmztvAM5,10,1
cmztvAM5,73,-1
cmztvAM5,77,-1
cmztvAM5,49,1
cmztvAM5,117,1
cmztvAM5,115,1
cmztvAM5,92,1
cmztvAM5,60,-1
cmztvAM5,19,-1
cmztvAM5,24,1
cmztvAM5,61,-1
cmztvAM5,9,-1
cmztvAM5,91,-1
cmztvAM5,46,1
cmztvAM5,51,1
cmztvAM5,36,1
cmztvAM5,107,1
cmztvAM5,5,-1
cmztvAM5,80,-1
V9EOUllP,5,-1
V9EOUllP,0,-1
V9EOUllP,58,1
V9EOUllP,112,1
V9EOUllP,25,1
V9EOUllP,18,-1
V9EOUllP,31,1
V9EOUllP,89,1
V9EOUllP,108,1
V9EOUllP,98,1
V9EOUllP,80,1
V9EOUllP,55,1
V9EOUllP,95,1
V9EOUllP,14,-1
V9EOUllP,73,-1
V9EOUllP,30,1
V9EOUllP,29,-1
V9EOUllP,67,-1
V9EOUllP,107,1
V9EOUllP,74,1
V9EOUllP,114,1
V9EOUllP,64,-1
V9EOUllP,40,1
V9EOUllP,45,1
ELS1gxTJ,63,-1
ELS1gxTJ,11,-1
ELS1gxTJ,9,-1
ELS1gxTJ,5,-1
ELS1gxTJ,10,-1
ELS1gxTJ,59,1
ELS1gxTJ,20,-1
ELS1gxTJ,39,-1
ELS1gxTJ,30,1
ELS1gxTJ,47,1
ELS1gxTJ,67,-1
ELS1gxTJ,46,1
ELS1gxTJ,23,1
ELS1gxTJ,71,-1
ELS1gxTJ,58,1
ELS1gxTJ,79,-1
ELS1gxTJ,83,-1
ELS1gxTJ,87,-1
ELS1gxTJ,91,-1
ELS1gxTJ,96,-1
ELS1gxTJ,105,1
ELS1gxTJ,102,1
ELS1gxTJ,116,1
ELS1gxTJ,112,1
4xfPsPxu,14,1
4xfPsPxu,108,1
4xfPsPxu,95,1
4xfPsPxu,119,1
4xfPsPxu,16,1
4xfPsPxu,77,1
4xfPsPxu,110,1
4xfPsPxu,60,-1
4xfPsPxu,59,1
4xfPsPxu,46,1
4xfPsPxu,0,-1
4xfPsPxu,94,1
4xfPsPxu,101,1
4xfPsPxu,72,-1
4xfPsPxu,42,1
4xfPsPxu,4,-1
4xfPsPxu,86,1
4xfPsPxu,33,1
4xfPsPxu,39,1
4xfPsPxu,89,1
4xfPsPxu,23,1
4xfPsPxu,57,1
4xfPsPxu,22,1
4xfPsPxu,64,-1
vU5DsgQ1,51,1
vU5DsgQ1,64,-1
vU5DsgQ1,81,-1
vU5DsgQ1,21,1
vU5DsgQ1,101,1
vU5DsgQ1,116,1
vU5DsgQ1,54,1
vU5DsgQ1,79,1
vU5DsgQ1,104,1
vU5DsgQ1,0,-1
vU5DsgQ1,44,1
vU5DsgQ1,38,1
vU5DsgQ1,70,-1
vU5DsgQ1,41,1
vU5DsgQ1,4,-1
vU5DsgQ1,12,-1
vU5DsgQ1,84,-1
vU5DsgQ1,22,-1
vU5DsgQ1,17,1
vU5DsgQ1,90,-1
vU5DsgQ1,67,-1
vU5DsgQ1,97,1
vU5DsgQ1,111,1
vU5DsgQ1,32,1
XEoncTOB,17,-1
XEoncTOB,44,1
XEoncTOB,6,-1
XEoncTOB,0,-1
XEoncTOB,12,-1
XEoncTOB,79,-1
XEoncTOB,67,-1
XEoncTOB,22,1
XEoncTOB,64,-1
XEoncTOB,70,-1
XEoncTOB,32,-1
XEoncTOB,21,-1
XEoncTOB,41,1
XEoncTOB,38,1
XEoncTOB,51,1
XEoncTOB,54,1
XEoncTOB,101,1
XEoncTOB,81,-1
XEoncTOB,97,1
XEoncTOB,86,1
XEoncTOB,106,1
XEoncTOB,90,1
XEoncTOB,116,1
XEoncTOB,111,1
CqB68Yyh,69,1
CqB68Yyh,28,1
CqB68Yyh,34,1
CqB68Yyh,99,-1
CqB68Yyh,95,1
CqB68Yyh,3,-1
CqB68Yyh,40,1
CqB68Yyh,86,1
CqB68Yyh,79,-1
CqB68Yyh,36,1
CqB68Yyh,118,1
CqB68Yyh,111,1
CqB68Yyh,102,1
CqB68Yyh,46,1
CqB68Yyh,74,1
CqB68Yyh,17,1
CqB68Yyh,15,-1
CqB68Yyh,85,-1
CqB68Yyh,66,-1
CqB68Yyh,2,-1
CqB68Yyh,51,1
CqB68Yyh,101,1
CqB68Yyh,50,1
CqB68Yyh,24,1
QgLr8MtD,37,1
QgLr8MtD,11,1
QgLr8MtD,108,1
QgLr8MtD,50,1
QgLr8MtD,43,1
QgLr8MtD,75,1
QgLr8MtD,117,1
QgLr8MtD,15,1
QgLr8MtD,100,1
QgLr8MtD,0,-1
QgLr8MtD,60,-1
QgLr8MtD,49,1
QgLr8MtD,92,-1
QgLr8MtD,90,-1
QgLr8MtD,21,1
QgLr8MtD,25,1
QgLr8MtD,9,-1
QgLr8MtD,54,1
QgLr8MtD,38,1
QgLr8MtD,88,1
QgLr8MtD,118,1
QgLr8MtD,69,-1
QgLr8MtD,73,-1
QgLr8MtD,82,-1
QGAgNfT4,35,1
QGAgNfT4,0,-1
QGAgNfT4,95,1
QGAgNfT4,5,-1
QGAgNfT4,54,1
QGAgNfT4,32,-1
QGAgNfT4,10,1
QGAgNfT4,50,1
QGAgNfT4,118,1
QGAgNfT4,70,1
QGAgNfT4,104,1
QGAgNfT4,44,1
QGAgNfT4,21,-1
QGAgNfT4,79,-1
QGAgNfT4,40,1
QGAgNfT4,82,-1
QGAgNfT4,92,1
QGAgNfT4,102,1
QGAgNfT4,67,-1
QGAgNfT4,26,1
QGAgNfT4,12,-1
QGAgNfT4,110,1
QGAgNfT4,84,1
QGAgNfT4,66,-1
ksPtVbGa,15,-1
ksPtVbGa,57,1
ksPtVbGa,54,1
ksPtVbGa,91,1
ksPtVbGa,71,-1
ksPtVbGa,104,1
ksPtVbGa,45,1
ksPtVbGa,81,-1
ksPtVbGa,86,-1
ksPtVbGa,35,1
ksPtVbGa,32,-1
ksPtVbGa,78,1
ksPtVbGa,62,-1
ksPtVbGa,66,-1
ksPtVbGa,115,1
ksPtVbGa,114,1
ksPtVbGa,41,1
ksPtVbGa,24,1
ksPtVbGa,12,-1
ksPtVbGa,109,1
ksPtVbGa,7,-1
ksPtVbGa,9,-1
ksPtVbGa,22,-1
ksPtVbGa,96,1
vdBBOkBF,99,1
vdBBOkBF,113,1
vdBBOkBF,115,1
vdBBOkBF,35,1
vdBBOkBF,7,-1
vdBBOkBF,74,1
vdBBOkBF,86,1
vdBBOkBF,12,-1
vdBBOkBF,42,1
vdBBOkBF,24,1
vdBBOkBF,107,1
vdBBOkBF,88,1
vdBBOkBF,56,1
vdBBOkBF,27,-1
vdBBOkBF,40,1
vdBBOkBF,52,1
vdBBOkBF,1,-1
vdBBOkBF,68,-1
vdBBOkBF,73,-1
vdBBOkBF,36,1
vdBBOkBF,66,-1
vdBBOkBF,108,1
vdBBOkBF,96,1
vdBBOkBF,15,-1
sS5Sz5eM,91,-1
sS5Sz5eM,64,-1
sS5Sz5eM,32,1
sS5Sz5eM,10,1
sS5Sz5eM,26,1
sS5Sz5eM,30,1
sS5Sz5eM,92,1
sS5Sz5eM,51,1
sS5Sz5eM,100,1
sS5Sz5eM,59,1
sS5Sz5eM,40,1
sS5Sz5eM,21,-1
sS5Sz5eM,89,-1
sS5Sz5eM,72,-1
sS5Sz5eM,15,1
sS5Sz5eM,0,-1
sS5Sz5eM,106,1
sS5Sz5eM,71,-1
sS5Sz5eM,87,1
sS5Sz5eM,69,-1
sS5Sz5eM,8,-1
sS5Sz5eM,117,1
sS5Sz5eM,110,1
sS5Sz5eM,43,-1
H2SeRXC0,36,1
H2SeRXC0,21,1
