workerId,Session,Study,treatmentId,taskId,comment,answer1,answer2,answerf,answerm,duration,startTime,submitTime,answer_f,answer_m,bias_f,bias_m
6400df45e639d203b8518cad,SESSION_ID:64f88c958fa793bb55ffc33f,STUDY_ID:64f87d77f1db16f3b98108c2,3,9,119,55,25,51,28,duration:29623,startTime:Wed Sep 06 2023 09:34:43 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:35:12 GMT-0500 (Central Daylight Time)},0.51,0.28,-0.49,-0.68
56c79f6cc41c43000c0886b0,SESSION_ID:64f8e4149cbb5ad528d3f4dc,STUDY_ID:64f8ce337b289a6b18812bba,3,5,29,95,15,99,14,duration:29974,startTime:Wed Sep 06 2023 16:50:21 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:50:51 GMT-0400 (Eastern Daylight Time)},0.99,0.14,0.604035088,-0.193333333
5d801be659e51300155599f8,SESSION_ID:64fa534181a09f466c34ace3,STUDY_ID:64fa428fa4e478e7a98223f8,3,16,5,1,1,0,0,duration:9827,startTime:Thu Sep 07 2023 15:55:15 GMT-0700 (Pacific Daylight Time),submitTime:Thu Sep 07 2023 15:55:25 GMT-0700 (Pacific Daylight Time)},0,0,0,-0.015384615
54247a37fdf99b691fb3846c,SESSION_ID:64fa3242478692bf5e211dea,STUDY_ID:64fa1e7d676feb23d42ed75d,3,13,104,85,85,89,88,duration:19885,startTime:Thu Sep 07 2023 15:37:30 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 15:37:49 GMT-0500 (Central Daylight Time)},0.89,0.88,0.07,-0.048571429
6031ceae5e466a1647a29da7,SESSION_ID:64f88b10fb84b1243ea31b62,STUDY_ID:64f87d77f1db16f3b98108c2,3,11,20,5,25,7,28,duration:20711,startTime:Wed Sep 06 2023 10:27:56 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:28:17 GMT-0400 (Eastern Daylight Time)},0.07,0.28,-0.086862745,0.190714286
611bed11fa6a3b35c9226c29,SESSION_ID:64f8e30d352c74e4c2e12486,STUDY_ID:64f8ce337b289a6b18812bba,3,16,77,55,25,60,30,duration:41182,startTime:Wed Sep 06 2023 16:56:27 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:57:08 GMT-0400 (Eastern Daylight Time)},0.6,0.3,0.128301887,-0.26
62dbd5b3734a6a1375b46eea,SESSION_ID:64f8dfb005096720b4f48984,STUDY_ID:64f8ce337b289a6b18812bba,3,11,83,45,45,50,50,duration:31597,startTime:Wed Sep 06 2023 13:57:01 GMT-0700 (Pacific Daylight Time),submitTime:Wed Sep 06 2023 13:57:33 GMT-0700 (Pacific Daylight Time)},0.5,0.5,-0.074074074,0.06
60fef0f40629e4b5119b306b,SESSION_ID:64fb3464a74ca48ec12ae869,STUDY_ID:64fb25990f2d04d645f0af85,3,20,62,1,1,0,0,duration:7957,startTime:Fri Sep 08 2023 10:02:44 GMT-0500 (Central Daylight Time),submitTime:Fri Sep 08 2023 10:02:52 GMT-0500 (Central Daylight Time)},0,0,0,-0.06
61731c0ef27028acbfbbf972,SESSION_ID:64f8e6a1eba715a7ecd98baa,STUDY_ID:64f8ce337b289a6b18812bba,3,22,18,25,45,25,45,duration:15067,startTime:Wed Sep 06 2023 17:07:36 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 17:07:51 GMT-0400 (Eastern Daylight Time)},0.25,0.45,-0.014150943,0.180769231
5c6efb8565434c0001a483ec,SESSION_ID:64f8d6742d27a59c3d61f127,STUDY_ID:64f8ce337b289a6b18812bba,3,1,80,85,85,90,90,duration:44800,startTime:Wed Sep 06 2023 15:45:48 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 15:46:33 GMT-0400 (Eastern Daylight Time)},0.9,0.9,-0.023076923,-0.028571429
5a6fbc25f1530b000103b557,SESSION_ID:64fa545e07f61be92640b62f,STUDY_ID:64fa428fa4e478e7a98223f8,3,4,100,15,75,15,75,duration:38729,startTime:Thu Sep 07 2023 15:57:24 GMT-0700 (Pacific Daylight Time),submitTime:Thu Sep 07 2023 15:58:03 GMT-0700 (Pacific Daylight Time)},0.15,0.75,-0.817213115,-0.25
61731c0ef27028acbfbbf972,SESSION_ID:64f8e6a1eba715a7ecd98baa,STUDY_ID:64f8ce337b289a6b18812bba,3,23,94,25,45,25,45,duration:17309,startTime:Wed Sep 06 2023 17:07:51 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 17:08:08 GMT-0400 (Eastern Daylight Time)},0.25,0.45,-0.41,-0.29
5a9067894eecca0001dd1427,SESSION_ID:64f8e6c7f68f75a97ffd7114,STUDY_ID:64f8ce337b289a6b18812bba,3,2,13,85,75,85,71,duration:34074,startTime:Wed Sep 06 2023 16:55:20 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:55:54 GMT-0400 (Eastern Daylight Time)},0.85,0.71,0.253846154,0.087358491
57d810f1813eb30001825b65,SESSION_ID:64fa4e4b166231dbd3211db4,STUDY_ID:64fa428fa4e478e7a98223f8,3,10,101,45,65,50,70,duration:27677,startTime:Thu Sep 07 2023 17:39:04 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 17:39:31 GMT-0500 (Central Daylight Time)},0.5,0.7,-0.480392157,-0.281818182
580bea98827ca10001db514e,SESSION_ID:64fa51f97666e856d8347551,STUDY_ID:64fa428fa4e478e7a98223f8,3,11,119,95,95,100,99,duration:15444,startTime:Thu Sep 07 2023 18:48:46 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 18:49:01 GMT-0400 (Eastern Daylight Time)},1,0.99,0,0.03
5b646a727c39ee00010a18b0,SESSION_ID:64f8e263337012c64d4069fa,STUDY_ID:64f8ce337b289a6b18812bba,3,14,107,85,85,90,90,duration:30866,startTime:Wed Sep 06 2023 16:47:16 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:47:47 GMT-0400 (Eastern Daylight Time)},0.9,0.9,-0.081481481,-0.063636364
60fe250b3984cfdf32c05860,SESSION_ID:64f8e3d765d7cf108981196d,STUDY_ID:64f8ce337b289a6b18812bbb,3,4,51,95,75,96,75,duration:23259,startTime:Wed Sep 06 2023 15:44:51 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 15:45:14 GMT-0500 (Central Daylight Time)},0.96,0.75,-0.020769231,-0.18220339
5d801be659e51300155599f8,SESSION_ID:64fa534181a09f466c34ace3,STUDY_ID:64fa428fa4e478e7a98223f8,3,9,51,5,1,5,0,duration:12575,startTime:Thu Sep 07 2023 15:52:57 GMT-0700 (Pacific Daylight Time),submitTime:Thu Sep 07 2023 15:53:10 GMT-0700 (Pacific Daylight Time)},0.05,0,-0.930769231,-0.93220339
61bb389740db417c1a138cad,SESSION_ID:64f88899d43973b16d5fb944,STUDY_ID:64f87d77f1db16f3b98108c2,3,7,90,45,55,47,60,duration:41523,startTime:Wed Sep 06 2023 10:20:26 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:21:08 GMT-0400 (Eastern Daylight Time)},0.47,0.6,-0.119285714,-0.055172414
5b2a37ee5b5c0900018b0ca5,SESSION_ID:64fb3172256699228b9827ca,STUDY_ID:64fb25990f2d04d645f0af85,3,21,19,15,5,15,5,duration:17749,startTime:Fri Sep 08 2023 10:52:00 GMT-0400 (Eastern Daylight Time),submitTime:Fri Sep 08 2023 10:52:18 GMT-0400 (Eastern Daylight Time)},0.15,0.05,-0.376315789,-0.307142857
58d7896b4240e5000118f705,SESSION_ID:64fa26f64c6cac4c53de4149,STUDY_ID:64fa1e7d676feb23d42ed75d,3,24,32,35,35,35,35,duration:45790,startTime:Thu Sep 07 2023 12:52:52 GMT-0700 (Pacific Daylight Time),submitTime:Thu Sep 07 2023 12:53:38 GMT-0700 (Pacific Daylight Time)},0.35,0.35,-0.15,-0.158474576
631f6e0b69d34cd131d923f8,SESSION_ID:64f88f35eedf333b71d98b6a,STUDY_ID:64f87d77f1db16f3b98108c2,3,5,107,85,85,88,87,duration:31637,startTime:Wed Sep 06 2023 10:44:50 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:45:21 GMT-0400 (Eastern Daylight Time)},0.88,0.87,-0.101481481,-0.093636364
5b2a37ee5b5c0900018b0ca5,SESSION_ID:64fb3172256699228b9827ca,STUDY_ID:64fb25990f2d04d645f0af85,3,7,52,95,85,100,81,duration:20535,startTime:Fri Sep 08 2023 10:45:59 GMT-0400 (Eastern Daylight Time),submitTime:Fri Sep 08 2023 10:46:20 GMT-0400 (Eastern Daylight Time)},1,0.81,0.01754386,-0.17245614
5f29c35127bcc61497b0b1ac,SESSION_ID:64f8d750ab79699f6fe34474,STUDY_ID:64f8ce337b289a6b18812bba,3,20,14,55,15,55,15,duration:20916,startTime:Wed Sep 06 2023 15:01:43 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 15:02:04 GMT-0500 (Central Daylight Time)},0.55,0.15,0.455660377,0.092307692
6101ef1676d38820d1002ef5,SESSION_ID:64f8e4bf513660da02a396a3,STUDY_ID:64f8ce337b289a6b18812bbb,3,5,38,95,45,91,42,duration:27574,startTime:Wed Sep 06 2023 16:49:50 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:50:18 GMT-0400 (Eastern Daylight Time)},0.91,0.42,-0.011568627,-0.529152542
5baa535fa3c9170001156197,SESSION_ID:64fa335da9734392144ce5a9,STUDY_ID:64fa1e7d676feb23d42ed75d,3,19,39,95,75,95,75,duration:24122,startTime:Thu Sep 07 2023 16:50:42 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 16:51:06 GMT-0400 (Eastern Daylight Time)},0.95,0.75,0.008823529,-0.061320755
61005a9bfd2f14f18ef7ec7d,SESSION_ID:64f8e5e987c032e51ae3445b,STUDY_ID:64f8ce337b289a6b18812bba,3,22,4,1,1,0,0,duration:9613,startTime:Wed Sep 06 2023 16:00:19 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 16:00:28 GMT-0500 (Central Daylight Time)},0,0,-0.02,-0.018181818
628409abe8772d1f138b7f14,SESSION_ID:64fa3356c23e359eb1554c3a,STUDY_ID:64fa1e7d676feb23d42ed75d,3,12,52,85,65,89,68,duration:25394,startTime:Thu Sep 07 2023 13:39:44 GMT-0700 (Pacific Daylight Time),submitTime:Thu Sep 07 2023 13:40:09 GMT-0700 (Pacific Daylight Time)},0.89,0.68,-0.09245614,-0.30245614
62686fdb4b7b799abadf0303,SESSION_ID:64fb38d7d477c8f7ba092c9e,STUDY_ID:64fb25990f2d04d645f0af85,3,6,6,5,5,10,4,duration:27494,startTime:Fri Sep 08 2023 11:15:40 GMT-0400 (Eastern Daylight Time),submitTime:Fri Sep 08 2023 11:16:07 GMT-0400 (Eastern Daylight Time)},0.1,0.04,0.1,0.000784314
62c55056993f53f1e8cf8e30,SESSION_ID:64f88e0490878ccc4561f142,STUDY_ID:64f87d77f1db16f3b98108c2,3,16,48,95,95,95,95,duration:11468,startTime:Wed Sep 06 2023 10:42:29 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:42:40 GMT-0400 (Eastern Daylight Time)},0.95,0.95,-0.031481481,0.067647059
646d0c002229d5c74c06847c,SESSION_ID:64fa2e3c7203934aefca66e9,STUDY_ID:64fa1e7d676feb23d42ed75d,3,15,82,1,1,0,0,duration:10526,startTime:Thu Sep 07 2023 14:26:23 GMT-0600 (Mountain Daylight Time),submitTime:Thu Sep 07 2023 14:26:34 GMT-0600 (Mountain Daylight Time)},0,0,-0.509803922,-0.547169811
61005a9bfd2f14f18ef7ec7d,SESSION_ID:64f8e5e987c032e51ae3445b,STUDY_ID:64f8ce337b289a6b18812bba,3,12,30,85,85,85,81,duration:10499,startTime:Wed Sep 06 2023 15:56:17 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 15:56:27 GMT-0500 (Central Daylight Time)},0.85,0.81,-0.098275862,-0.173050847
5fed6c9c0d786daf31f29f3d,SESSION_ID:64f88d019f5cb91e955fb91f,STUDY_ID:64f87d77f1db16f3b98108c3,3,3,39,65,25,68,24,duration:24367,startTime:Wed Sep 06 2023 09:34:56 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:35:20 GMT-0500 (Central Daylight Time)},0.68,0.24,-0.261176471,-0.571320755
5baa535fa3c9170001156197,SESSION_ID:64fa335da9734392144ce5a9,STUDY_ID:64fa1e7d676feb23d42ed75d,3,14,11,85,85,85,85,duration:19404,startTime:Thu Sep 07 2023 16:47:44 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 16:48:04 GMT-0400 (Eastern Daylight Time)},0.85,0.85,0.113157895,0.322727273
6031ceae5e466a1647a29da7,SESSION_ID:64f88b10fb84b1243ea31b62,STUDY_ID:64f87d77f1db16f3b98108c2,3,17,26,85,55,87,56,duration:26227,startTime:Wed Sep 06 2023 10:30:16 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:30:42 GMT-0400 (Eastern Daylight Time)},0.87,0.56,0.07754717,-0.138113208
62f875cb0bd095fcf778dd3a,SESSION_ID:64f88e7243ca197421579cb0,STUDY_ID:64f87d77f1db16f3b98108c2,3,11,43,95,95,100,97,duration:18648,startTime:Wed Sep 06 2023 10:50:12 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:50:30 GMT-0400 (Eastern Daylight Time)},1,0.97,0.017857143,0.048431373
61731c0ef27028acbfbbf972,SESSION_ID:64f8e6a1eba715a7ecd98baa,STUDY_ID:64f8ce337b289a6b18812bba,3,21,44,25,35,25,35,duration:26259,startTime:Wed Sep 06 2023 17:07:09 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 17:07:36 GMT-0400 (Eastern Daylight Time)},0.25,0.35,-0.731481481,-0.595454545
5a5ec648eedc32000142ce86,SESSION_ID:64f89018c1c9b2c9107897b8,STUDY_ID:64f87d77f1db16f3b98108c3,3,8,112,5,1,6,0,duration:35887,startTime:Wed Sep 06 2023 10:53:01 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:53:37 GMT-0400 (Eastern Daylight Time)},0.06,0,-0.853793103,-0.931034483
5edae7d8d517f50009cbac62,SESSION_ID:64f8e1ad04848d80b1960a7d,STUDY_ID:64f8ce337b289a6b18812bba,3,14,71,1,1,0,0,duration:14288,startTime:Wed Sep 06 2023 15:40:21 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 15:40:36 GMT-0500 (Central Daylight Time)},0,0,-0.150943396,-0.160714286
615a3aff99c738f7dd86fded,SESSION_ID:64f89069b23d2542e19ad948,STUDY_ID:64f87d77f1db16f3b98108c3,3,20,53,95,55,95,55,duration:20904,startTime:Wed Sep 06 2023 09:57:19 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:57:40 GMT-0500 (Central Daylight Time)},0.95,0.55,-0.05,-0.45
62686fdb4b7b799abadf0303,SESSION_ID:64fb38d7d477c8f7ba092c9e,STUDY_ID:64fb25990f2d04d645f0af85,3,23,58,95,75,97,80,duration:37589,startTime:Fri Sep 08 2023 11:23:47 GMT-0400 (Eastern Daylight Time),submitTime:Fri Sep 08 2023 11:24:25 GMT-0400 (Eastern Daylight Time)},0.97,0.8,-0.011481481,-0.143396226
644ffe36f37a530813d052a5,SESSION_ID:64f890de3a6776d327083cda,STUDY_ID:64f87d77f1db16f3b98108c3,3,22,45,35,45,37,42,duration:13949,startTime:Wed Sep 06 2023 11:01:31 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 11:01:45 GMT-0400 (Eastern Daylight Time)},0.37,0.42,-0.63,-0.531612903
5d801be659e51300155599f8,SESSION_ID:64fa534181a09f466c34ace3,STUDY_ID:64fa428fa4e478e7a98223f8,3,6,96,5,5,10,5,duration:19237,startTime:Thu Sep 07 2023 15:52:05 GMT-0700 (Pacific Daylight Time),submitTime:Thu Sep 07 2023 15:52:25 GMT-0700 (Pacific Daylight Time)},0.1,0.05,-0.669230769,-0.73
562e4469733ea00005163785,SESSION_ID:64f8e59b1b03f3fa932b0b81,STUDY_ID:64f8ce337b289a6b18812bba,3,3,51,95,85,95,85,duration:34746,startTime:Wed Sep 06 2023 10:52:34 GMT-1000 (Hawaii-Aleutian Standard Time),submitTime:Wed Sep 06 2023 10:53:08 GMT-1000 (Hawaii-Aleutian Standard Time)},0.95,0.85,-0.030769231,-0.08220339
63fcf7251ace1792db0941b0,SESSION_ID:64f88fd4ae9e09b823033ef8,STUDY_ID:64f87d77f1db16f3b98108c3,3,4,80,95,95,100,100,duration:22845,startTime:Wed Sep 06 2023 10:53:30 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:53:53 GMT-0400 (Eastern Daylight Time)},1,1,0.076923077,0.071428571
5c008a00bab6730001649924,SESSION_ID:64fa514ab84edd5393521cc2,STUDY_ID:64fa428fa4e478e7a98223f8,3,23,19,25,15,30,20,duration:29172,startTime:Thu Sep 07 2023 18:51:44 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 18:52:13 GMT-0400 (Eastern Daylight Time)},0.3,0.2,-0.226315789,-0.157142857
614f5734ca61d17940ac78b3,SESSION_ID:64f8d8e607f28e107449970c,STUDY_ID:64f8ce337b289a6b18812bbb,3,11,9,1,1,0,0,duration:14198,startTime:Wed Sep 06 2023 16:00:25 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:00:40 GMT-0400 (Eastern Daylight Time)},0,0,0,-0.039215686
6418e61f3b8276ec30d33995,SESSION_ID:64f88e389c3987a2e6960ad2,STUDY_ID:64f87d77f1db16f3b98108c2,3,11,70,15,15,12,20,duration:19267,startTime:Wed Sep 06 2023 10:44:36 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:44:55 GMT-0400 (Eastern Daylight Time)},0.12,0.2,-0.286779661,-0.226229508
60442cee4664dd4aa31a9f34,SESSION_ID:64f8911c93b93fb52eaa1942,STUDY_ID:64f87d77f1db16f3b98108c3,3,4,46,95,65,100,70,duration:29294,startTime:Wed Sep 06 2023 10:51:10 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:51:40 GMT-0400 (Eastern Daylight Time)},1,0.7,0,-0.281818182
5b2a37ee5b5c0900018b0ca5,SESSION_ID:64fb3172256699228b9827ca,STUDY_ID:64fb25990f2d04d645f0af85,3,22,62,15,35,11,35,duration:22091,startTime:Fri Sep 08 2023 10:52:18 GMT-0400 (Eastern Daylight Time),submitTime:Fri Sep 08 2023 10:52:40 GMT-0400 (Eastern Daylight Time)},0.11,0.35,0.11,0.29
