workerId,SESSION_ID,STUDY_ID,taskId,comment,answer1,correct,duration,startTime,submitTime
55883e4bfdf99b4021921d15,SESSION_ID:63fe78420dc15c9c0193e793,STUDY_ID:63fe7233100b860c5945348f,21,49,1,1,duration:4852,startTime:Tue Feb 28 2023 16:00:28 GMT-0600 (Central Standard Time),submitTime:Tue Feb 28 2023 16:00:32 GMT-0600 (Central Standard Time)}
55883e4bfdf99b4021921d15,SESSION_ID:63fe78420dc15c9c0193e793,STUDY_ID:63fe7233100b860c5945348f,22,33,1,1,duration:4895,startTime:Tue Feb 28 2023 16:00:33 GMT-0600 (Central Standard Time),submitTime:Tue Feb 28 2023 16:00:37 GMT-0600 (Central Standard Time)}
55883e4bfdf99b4021921d15,SESSION_ID:63fe78420dc15c9c0193e793,STUDY_ID:63fe7233100b860c5945348f,23,97,1,1,duration:3841,startTime:Tue Feb 28 2023 16:00:37 GMT-0600 (Central Standard Time),submitTime:Tue Feb 28 2023 16:00:41 GMT-0600 (Central Standard Time)}
55883e4bfdf99b4021921d15,SESSION_ID:63fe78420dc15c9c0193e793,STUDY_ID:63fe7233100b860c5945348f,24,58,1,1,duration:5861,startTime:Tue Feb 28 2023 16:00:41 GMT-0600 (Central Standard Time),submitTime:Tue Feb 28 2023 16:00:47 GMT-0600 (Central Standard Time)}
565bbc1ec121fe0012fc3782,63f7b57b03a5f8d755b7b233,63f7a87d37b0cb0ab8ca6a55,1,2,-1,1,duration:21063,startTime:Thu Feb 23 2023 12:52:36 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 12:52:57 GMT-0600 (Central Standard Time)}
565bbc1ec121fe0012fc3782,63f7b57b03a5f8d755b7b233,63f7a87d37b0cb0ab8ca6a55,2,31,1,1,duration:8530,startTime:Thu Feb 23 2023 12:52:58 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 12:53:06 GMT-0600 (Central Standard Time)}
565bbc1ec121fe0012fc3782,63f7b57b03a5f8d755b7b233,63f7a87d37b0cb0ab8ca6a55,3,102,1,1,duration:7372,startTime:Thu Feb 23 2023 12:53:06 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 12:53:13 GMT-0600 (Central Standard Time)}
565bbc1ec121fe0012fc3782,63f7b57b03a5f8d755b7b233,63f7a87d37b0cb0ab8ca6a55,4,77,1,0,duration:11094,startTime:Thu Feb 23 2023 12:53:13 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 12:53:25 GMT-0600 (Central Standard Time)}
565bbc1ec121fe0012fc3782,63f7b57b03a5f8d755b7b233,63f7a87d37b0cb0ab8ca6a55,5,52,1,1,duration:15653,startTime:Thu Feb 23 2023 12:53:25 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 12:53:40 GMT-0600 (Central Standard Time)}
565bbc1ec121fe0012fc3782,63f7b57b03a5f8d755b7b233,63f7a87d37b0cb0ab8ca6a55,6,34,1,1,duration:3988,startTime:Thu Feb 23 2023 12:53:40 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 12:53:44 GMT-0600 (Central Standard Time)}
565bbc1ec121fe0012fc3782,63f7b57b03a5f8d755b7b233,63f7a87d37b0cb0ab8ca6a55,7,112,1,1,duration:8638,startTime:Thu Feb 23 2023 12:53:44 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 12:53:53 GMT-0600 (Central Standard Time)}
565bbc1ec121fe0012fc3782,63f7b57b03a5f8d755b7b233,63f7a87d37b0cb0ab8ca6a55,8,20,1,0,duration:16988,startTime:Thu Feb 23 2023 12:53:53 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 12:54:10 GMT-0600 (Central Standard Time)}
565bbc1ec121fe0012fc3782,63f7b57b03a5f8d755b7b233,63f7a87d37b0cb0ab8ca6a55,9,95,1,1,duration:12011,startTime:Thu Feb 23 2023 12:54:10 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 12:54:22 GMT-0600 (Central Standard Time)}
565bbc1ec121fe0012fc3782,63f7b57b03a5f8d755b7b233,63f7a87d37b0cb0ab8ca6a55,10,21,1,0,duration:12974,startTime:Thu Feb 23 2023 12:54:22 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 12:54:35 GMT-0600 (Central Standard Time)}
565bbc1ec121fe0012fc3782,63f7b57b03a5f8d755b7b233,63f7a87d37b0cb0ab8ca6a55,11,42,1,1,duration:7926,startTime:Thu Feb 23 2023 12:54:41 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 12:54:49 GMT-0600 (Central Standard Time)}
565bbc1ec121fe0012fc3782,63f7b57b03a5f8d755b7b233,63f7a87d37b0cb0ab8ca6a55,12,19,1,0,duration:19339,startTime:Thu Feb 23 2023 12:54:49 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 12:55:08 GMT-0600 (Central Standard Time)}
565bbc1ec121fe0012fc3782,63f7b57b03a5f8d755b7b233,63f7a87d37b0cb0ab8ca6a55,13,116,1,1,duration:8981,startTime:Thu Feb 23 2023 12:55:08 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 12:55:17 GMT-0600 (Central Standard Time)}
565bbc1ec121fe0012fc3782,63f7b57b03a5f8d755b7b233,63f7a87d37b0cb0ab8ca6a55,14,69,1,0,duration:21781,startTime:Thu Feb 23 2023 12:55:17 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 12:55:39 GMT-0600 (Central Standard Time)}
565bbc1ec121fe0012fc3782,63f7b57b03a5f8d755b7b233,63f7a87d37b0cb0ab8ca6a55,15,91,-1,1,duration:28634,startTime:Thu Feb 23 2023 12:55:39 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 12:56:07 GMT-0600 (Central Standard Time)}
565bbc1ec121fe0012fc3782,63f7b57b03a5f8d755b7b233,63f7a87d37b0cb0ab8ca6a55,16,4,-1,1,duration:10868,startTime:Thu Feb 23 2023 12:56:08 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 12:56:18 GMT-0600 (Central Standard Time)}
565bbc1ec121fe0012fc3782,63f7b57b03a5f8d755b7b233,63f7a87d37b0cb0ab8ca6a55,17,85,-1,1,duration:12715,startTime:Thu Feb 23 2023 12:56:18 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 12:56:31 GMT-0600 (Central Standard Time)}
565bbc1ec121fe0012fc3782,63f7b57b03a5f8d755b7b233,63f7a87d37b0cb0ab8ca6a55,18,60,-1,1,duration:7940,startTime:Thu Feb 23 2023 12:56:31 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 12:56:39 GMT-0600 (Central Standard Time)}
565bbc1ec121fe0012fc3782,63f7b57b03a5f8d755b7b233,63f7a87d37b0cb0ab8ca6a55,19,109,1,1,duration:35503,startTime:Thu Feb 23 2023 12:56:39 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 12:57:15 GMT-0600 (Central Standard Time)}
565bbc1ec121fe0012fc3782,63f7b57b03a5f8d755b7b233,63f7a87d37b0cb0ab8ca6a55,20,16,-1,1,duration:16799,startTime:Thu Feb 23 2023 12:57:15 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 12:57:31 GMT-0600 (Central Standard Time)}
565bbc1ec121fe0012fc3782,63f7b57b03a5f8d755b7b233,63f7a87d37b0cb0ab8ca6a55,21,81,-1,1,duration:14784,startTime:Thu Feb 23 2023 12:57:49 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 12:58:04 GMT-0600 (Central Standard Time)}
565bbc1ec121fe0012fc3782,63f7b57b03a5f8d755b7b233,63f7a87d37b0cb0ab8ca6a55,22,72,-1,1,duration:12526,startTime:Thu Feb 23 2023 12:58:04 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 12:58:16 GMT-0600 (Central Standard Time)}
565bbc1ec121fe0012fc3782,63f7b57b03a5f8d755b7b233,63f7a87d37b0cb0ab8ca6a55,23,59,1,1,duration:8851,startTime:Thu Feb 23 2023 12:58:16 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 12:58:25 GMT-0600 (Central Standard Time)}
565bbc1ec121fe0012fc3782,63f7b57b03a5f8d755b7b233,63f7a87d37b0cb0ab8ca6a55,24,43,1,1,duration:6412,startTime:Thu Feb 23 2023 12:58:25 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 12:58:32 GMT-0600 (Central Standard Time)}
56df2ea2452e1300056bc7df,63f79024d9e3c8acef733751,63f77f2fbdfe4047ddabe508,1,25,1,0,duration:32337,startTime:Thu Feb 23 2023 10:14:44 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 10:15:16 GMT-0600 (Central Standard Time)}
56df2ea2452e1300056bc7df,63f79024d9e3c8acef733751,63f77f2fbdfe4047ddabe508,2,64,-1,1,duration:14683,startTime:Thu Feb 23 2023 10:15:16 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 10:15:31 GMT-0600 (Central Standard Time)}
56df2ea2452e1300056bc7df,63f79024d9e3c8acef733751,63f77f2fbdfe4047ddabe508,3,51,1,1,duration:8447,startTime:Thu Feb 23 2023 10:15:31 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 10:15:39 GMT-0600 (Central Standard Time)}
56df2ea2452e1300056bc7df,63f79024d9e3c8acef733751,63f77f2fbdfe4047ddabe508,4,7,-1,1,duration:44719,startTime:Thu Feb 23 2023 10:15:39 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 10:16:24 GMT-0600 (Central Standard Time)}
56df2ea2452e1300056bc7df,63f79024d9e3c8acef733751,63f77f2fbdfe4047ddabe508,5,112,1,1,duration:15631,startTime:Thu Feb 23 2023 10:16:24 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 10:16:40 GMT-0600 (Central Standard Time)}
56df2ea2452e1300056bc7df,63f79024d9e3c8acef733751,63f77f2fbdfe4047ddabe508,6,24,1,0,duration:8754,startTime:Thu Feb 23 2023 10:16:40 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 10:16:48 GMT-0600 (Central Standard Time)}
56df2ea2452e1300056bc7df,63f79024d9e3c8acef733751,63f77f2fbdfe4047ddabe508,7,87,1,0,duration:22122,startTime:Thu Feb 23 2023 10:16:48 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 10:17:11 GMT-0600 (Central Standard Time)}
56df2ea2452e1300056bc7df,63f79024d9e3c8acef733751,63f77f2fbdfe4047ddabe508,8,30,1,1,duration:14754,startTime:Thu Feb 23 2023 10:17:11 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 10:17:25 GMT-0600 (Central Standard Time)}
56df2ea2452e1300056bc7df,63f79024d9e3c8acef733751,63f77f2fbdfe4047ddabe508,9,12,-1,1,duration:32976,startTime:Thu Feb 23 2023 10:17:25 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 10:17:58 GMT-0600 (Central Standard Time)}
56df2ea2452e1300056bc7df,63f79024d9e3c8acef733751,63f77f2fbdfe4047ddabe508,10,59,1,1,duration:12625,startTime:Thu Feb 23 2023 10:17:58 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 10:18:11 GMT-0600 (Central Standard Time)}
56df2ea2452e1300056bc7df,63f79024d9e3c8acef733751,63f77f2fbdfe4047ddabe508,11,110,1,1,duration:13308,startTime:Thu Feb 23 2023 10:18:18 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 10:18:32 GMT-0600 (Central Standard Time)}
56df2ea2452e1300056bc7df,63f79024d9e3c8acef733751,63f77f2fbdfe4047ddabe508,12,44,1,1,duration:11691,startTime:Thu Feb 23 2023 10:18:32 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 10:18:43 GMT-0600 (Central Standard Time)}
56df2ea2452e1300056bc7df,63f79024d9e3c8acef733751,63f77f2fbdfe4047ddabe508,13,105,1,1,duration:18059,startTime:Thu Feb 23 2023 10:18:43 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 10:19:01 GMT-0600 (Central Standard Time)}
56df2ea2452e1300056bc7df,63f79024d9e3c8acef733751,63f77f2fbdfe4047ddabe508,14,5,-1,1,duration:12539,startTime:Thu Feb 23 2023 10:19:01 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 10:19:14 GMT-0600 (Central Standard Time)}
56df2ea2452e1300056bc7df,63f79024d9e3c8acef733751,63f77f2fbdfe4047ddabe508,15,72,-1,1,duration:22385,startTime:Thu Feb 23 2023 10:19:14 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 10:19:36 GMT-0600 (Central Standard Time)}
56df2ea2452e1300056bc7df,63f79024d9e3c8acef733751,63f77f2fbdfe4047ddabe508,16,90,1,1,duration:32489,startTime:Thu Feb 23 2023 10:19:36 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 10:20:09 GMT-0600 (Central Standard Time)}
56df2ea2452e1300056bc7df,63f79024d9e3c8acef733751,63f77f2fbdfe4047ddabe508,17,74,1,0,duration:14870,startTime:Thu Feb 23 2023 10:20:09 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 10:20:24 GMT-0600 (Central Standard Time)}
56df2ea2452e1300056bc7df,63f79024d9e3c8acef733751,63f77f2fbdfe4047ddabe508,18,107,1,1,duration:9705,startTime:Thu Feb 23 2023 10:20:24 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 10:20:34 GMT-0600 (Central Standard Time)}
56df2ea2452e1300056bc7df,63f79024d9e3c8acef733751,63f77f2fbdfe4047ddabe508,19,85,-1,1,duration:27350,startTime:Thu Feb 23 2023 10:20:34 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 10:21:01 GMT-0600 (Central Standard Time)}
56df2ea2452e1300056bc7df,63f79024d9e3c8acef733751,63f77f2fbdfe4047ddabe508,20,19,1,0,duration:12276,startTime:Thu Feb 23 2023 10:21:01 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 10:21:13 GMT-0600 (Central Standard Time)}
56df2ea2452e1300056bc7df,63f79024d9e3c8acef733751,63f77f2fbdfe4047ddabe508,21,66,1,0,duration:20273,startTime:Thu Feb 23 2023 10:21:33 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 10:21:53 GMT-0600 (Central Standard Time)}
56df2ea2452e1300056bc7df,63f79024d9e3c8acef733751,63f77f2fbdfe4047ddabe508,22,37,1,1,duration:13990,startTime:Thu Feb 23 2023 10:21:53 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 10:22:07 GMT-0600 (Central Standard Time)}
56df2ea2452e1300056bc7df,63f79024d9e3c8acef733751,63f77f2fbdfe4047ddabe508,23,49,1,1,duration:11479,startTime:Thu Feb 23 2023 10:22:07 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 10:22:19 GMT-0600 (Central Standard Time)}
56df2ea2452e1300056bc7df,63f79024d9e3c8acef733751,63f77f2fbdfe4047ddabe508,24,96,1,1,duration:34809,startTime:Thu Feb 23 2023 10:22:19 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 10:22:54 GMT-0600 (Central Standard Time)}
56e5b167b2093a000b4f1345,63f7e76343d3dab5604d6fad,63f7d0fc2f608bdc5464815e,1,45,1,1,duration:14494,startTime:Thu Feb 23 2023 14:30:37 GMT-0800 (Pacific Standard Time),submitTime:Thu Feb 23 2023 14:30:52 GMT-0800 (Pacific Standard Time)}
56e5b167b2093a000b4f1345,63f7e76343d3dab5604d6fad,63f7d0fc2f608bdc5464815e,2,106,1,1,duration:11717,startTime:Thu Feb 23 2023 14:30:52 GMT-0800 (Pacific Standard Time),submitTime:Thu Feb 23 2023 14:31:03 GMT-0800 (Pacific Standard Time)}
56e5b167b2093a000b4f1345,63f7e76343d3dab5604d6fad,63f7d0fc2f608bdc5464815e,3,110,1,1,duration:21942,startTime:Thu Feb 23 2023 14:31:03 GMT-0800 (Pacific Standard Time),submitTime:Thu Feb 23 2023 14:31:25 GMT-0800 (Pacific Standard Time)}
56e5b167b2093a000b4f1345,63f7e76343d3dab5604d6fad,63f7d0fc2f608bdc5464815e,4,24,1,0,duration:6802,startTime:Thu Feb 23 2023 14:31:25 GMT-0800 (Pacific Standard Time),submitTime:Thu Feb 23 2023 14:31:32 GMT-0800 (Pacific Standard Time)}
56e5b167b2093a000b4f1345,63f7e76343d3dab5604d6fad,63f7d0fc2f608bdc5464815e,5,51,1,1,duration:6582,startTime:Thu Feb 23 2023 14:31:32 GMT-0800 (Pacific Standard Time),submitTime:Thu Feb 23 2023 14:31:39 GMT-0800 (Pacific Standard Time)}
56e5b167b2093a000b4f1345,63f7e76343d3dab5604d6fad,63f7d0fc2f608bdc5464815e,6,12,-1,1,duration:18171,startTime:Thu Feb 23 2023 14:31:39 GMT-0800 (Pacific Standard Time),submitTime:Thu Feb 23 2023 14:31:57 GMT-0800 (Pacific Standard Time)}
56e5b167b2093a000b4f1345,63f7e76343d3dab5604d6fad,63f7d0fc2f608bdc5464815e,7,75,1,0,duration:16860,startTime:Thu Feb 23 2023 14:31:57 GMT-0800 (Pacific Standard Time),submitTime:Thu Feb 23 2023 14:32:14 GMT-0800 (Pacific Standard Time)}
56e5b167b2093a000b4f1345,63f7e76343d3dab5604d6fad,63f7d0fc2f608bdc5464815e,8,81,1,0,duration:8972,startTime:Thu Feb 23 2023 14:32:14 GMT-0800 (Pacific Standard Time),submitTime:Thu Feb 23 2023 14:32:23 GMT-0800 (Pacific Standard Time)}
56e5b167b2093a000b4f1345,63f7e76343d3dab5604d6fad,63f7d0fc2f608bdc5464815e,9,1,-1,1,duration:9170,startTime:Thu Feb 23 2023 14:32:23 GMT-0800 (Pacific Standard Time),submitTime:Thu Feb 23 2023 14:32:32 GMT-0800 (Pacific Standard Time)}
56e5b167b2093a000b4f1345,63f7e76343d3dab5604d6fad,63f7d0fc2f608bdc5464815e,10,68,1,0,duration:9469,startTime:Thu Feb 23 2023 14:32:32 GMT-0800 (Pacific Standard Time),submitTime:Thu Feb 23 2023 14:32:42 GMT-0800 (Pacific Standard Time)}
56e5b167b2093a000b4f1345,63f7e76343d3dab5604d6fad,63f7d0fc2f608bdc5464815e,11,87,1,0,duration:12024,startTime:Thu Feb 23 2023 14:32:48 GMT-0800 (Pacific Standard Time),submitTime:Thu Feb 23 2023 14:33:00 GMT-0800 (Pacific Standard Time)}
56e5b167b2093a000b4f1345,63f7e76343d3dab5604d6fad,63f7d0fc2f608bdc5464815e,12,7,-1,1,duration:13501,startTime:Thu Feb 23 2023 14:33:00 GMT-0800 (Pacific Standard Time),submitTime:Thu Feb 23 2023 14:33:13 GMT-0800 (Pacific Standard Time)}
56e5b167b2093a000b4f1345,63f7e76343d3dab5604d6fad,63f7d0fc2f608bdc5464815e,13,39,1,1,duration:6882,startTime:Thu Feb 23 2023 14:33:13 GMT-0800 (Pacific Standard Time),submitTime:Thu Feb 23 2023 14:33:20 GMT-0800 (Pacific Standard Time)}
56e5b167b2093a000b4f1345,63f7e76343d3dab5604d6fad,63f7d0fc2f608bdc5464815e,14,33,1,1,duration:7656,startTime:Thu Feb 23 2023 14:33:20 GMT-0800 (Pacific Standard Time),submitTime:Thu Feb 23 2023 14:33:28 GMT-0800 (Pacific Standard Time)}
56e5b167b2093a000b4f1345,63f7e76343d3dab5604d6fad,63f7d0fc2f608bdc5464815e,15,54,1,1,duration:8642,startTime:Thu Feb 23 2023 14:33:28 GMT-0800 (Pacific Standard Time),submitTime:Thu Feb 23 2023 14:33:37 GMT-0800 (Pacific Standard Time)}
56e5b167b2093a000b4f1345,63f7e76343d3dab5604d6fad,63f7d0fc2f608bdc5464815e,16,17,1,0,duration:5946,startTime:Thu Feb 23 2023 14:33:37 GMT-0800 (Pacific Standard Time),submitTime:Thu Feb 23 2023 14:33:43 GMT-0800 (Pacific Standard Time)}
56e5b167b2093a000b4f1345,63f7e76343d3dab5604d6fad,63f7d0fc2f608bdc5464815e,17,98,1,1,duration:11431,startTime:Thu Feb 23 2023 14:33:43 GMT-0800 (Pacific Standard Time),submitTime:Thu Feb 23 2023 14:33:54 GMT-0800 (Pacific Standard Time)}
56e5b167b2093a000b4f1345,63f7e76343d3dab5604d6fad,63f7d0fc2f608bdc5464815e,18,71,-1,1,duration:8461,startTime:Thu Feb 23 2023 14:33:54 GMT-0800 (Pacific Standard Time),submitTime:Thu Feb 23 2023 14:34:02 GMT-0800 (Pacific Standard Time)}
56e5b167b2093a000b4f1345,63f7e76343d3dab5604d6fad,63f7d0fc2f608bdc5464815e,19,118,1,1,duration:8534,startTime:Thu Feb 23 2023 14:34:03 GMT-0800 (Pacific Standard Time),submitTime:Thu Feb 23 2023 14:34:11 GMT-0800 (Pacific Standard Time)}
56e5b167b2093a000b4f1345,63f7e76343d3dab5604d6fad,63f7d0fc2f608bdc5464815e,20,93,-1,1,duration:13805,startTime:Thu Feb 23 2023 14:34:11 GMT-0800 (Pacific Standard Time),submitTime:Thu Feb 23 2023 14:34:25 GMT-0800 (Pacific Standard Time)}
56e5b167b2093a000b4f1345,63f7e76343d3dab5604d6fad,63f7d0fc2f608bdc5464815e,21,47,1,1,duration:5837,startTime:Thu Feb 23 2023 14:34:32 GMT-0800 (Pacific Standard Time),submitTime:Thu Feb 23 2023 14:34:37 GMT-0800 (Pacific Standard Time)}
