workerId,comment,answer
WeT0sALr,20,-1
WeT0sALr,13,1
WeT0sALr,59,1
WeT0sALr,46,1
WeT0sALr,95,1
WeT0sALr,116,1
WeT0sALr,77,1
WeT0sALr,22,-1
WeT0sALr,106,1
WeT0sALr,31,1
WeT0sALr,65,-1
mnmzP3yZ,84,-1
mnmzP3yZ,64,-1
mnmzP3yZ,29,1
mnmzP3yZ,38,1
mnmzP3yZ,96,-1
mnmzP3yZ,70,1
mnmzP3yZ,10,1
mnmzP3yZ,116,1
mnmzP3yZ,99,1
mnmzP3yZ,119,1
mnmzP3yZ,68,1
mnmzP3yZ,31,1
mnmzP3yZ,8,-1
mnmzP3yZ,21,1
mnmzP3yZ,46,1
mnmzP3yZ,108,1
mnmzP3yZ,58,1
mnmzP3yZ,42,1
mnmzP3yZ,76,1
mnmzP3yZ,100,1
mnmzP3yZ,87,1
mnmzP3yZ,2,-1
mnmzP3yZ,51,1
mnmzP3yZ,11,1
toJWjKzL,46,1
toJWjKzL,39,1
toJWjKzL,2,-1
toJWjKzL,1,-1
toJWjKzL,27,-1
toJWjKzL,94,-1
toJWjKzL,20,-1
toJWjKzL,83,1
toJWjKzL,114,1
toJWjKzL,55,1
toJWjKzL,43,1
toJWjKzL,66,-1
toJWjKzL,51,1
toJWjKzL,61,-1
toJWjKzL,107,1
toJWjKzL,13,-1
toJWjKzL,70,-1
toJWjKzL,38,1
toJWjKzL,92,-1
toJWjKzL,79,-1
toJWjKzL,12,-1
toJWjKzL,110,1
toJWjKzL,89,-1
toJWjKzL,101,1
fznBpox8,66,-1
fznBpox8,67,-1
fznBpox8,11,1
fznBpox8,32,1
fznBpox8,74,-1
fznBpox8,51,1
fznBpox8,1,1
fznBpox8,115,1
fznBpox8,109,1
fznBpox8,100,1
fznBpox8,42,1
fznBpox8,86,1
fznBpox8,40,1
fznBpox8,111,-1
fznBpox8,88,1
fznBpox8,21,1
fznBpox8,93,1
fznBpox8,3,-1
fznBpox8,96,1
fznBpox8,36,1
fznBpox8,71,-1
fznBpox8,10,-1
fznBpox8,58,1
fznBpox8,23,1
Sic5fAJq,10,-1
Sic5fAJq,61,-1
Sic5fAJq,1,-1
Sic5fAJq,67,-1
Sic5fAJq,11,1
Sic5fAJq,78,-1
Sic5fAJq,71,1
Sic5fAJq,49,1
Sic5fAJq,3,1
Sic5fAJq,27,-1
Sic5fAJq,57,1
Sic5fAJq,37,1
Sic5fAJq,38,1
Sic5fAJq,24,1
Sic5fAJq,44,1
Sic5fAJq,56,1
Sic5fAJq,115,1
Sic5fAJq,91,1
Sic5fAJq,103,-1
Sic5fAJq,109,-1
Sic5fAJq,82,-1
Sic5fAJq,116,1
Sic5fAJq,92,1
Sic5fAJq,85,1
YVC6LN5e,55,1
YVC6LN5e,14,-1
YVC6LN5e,93,-1
YVC6LN5e,62,-1
YVC6LN5e,102,1
YVC6LN5e,50,1
YVC6LN5e,98,1
YVC6LN5e,10,-1
YVC6LN5e,37,1
YVC6LN5e,118,1
YVC6LN5e,34,1
YVC6LN5e,40,1
YVC6LN5e,78,-1
YVC6LN5e,4,-1
YVC6LN5e,26,1
YVC6LN5e,83,-1
YVC6LN5e,0,-1
YVC6LN5e,20,-1
YVC6LN5e,69,-1
YVC6LN5e,43,1
YVC6LN5e,105,1
YVC6LN5e,113,1
YVC6LN5e,77,-1
YVC6LN5e,81,-1
HdcGTMer,38,1
HdcGTMer,105,1
HdcGTMer,33,1
HdcGTMer,26,1
HdcGTMer,86,1
HdcGTMer,40,1
HdcGTMer,41,1
HdcGTMer,107,1
HdcGTMer,9,-1
HdcGTMer,69,1
HdcGTMer,113,1
HdcGTMer,61,-1
HdcGTMer,0,-1
HdcGTMer,12,-1
HdcGTMer,93,1
HdcGTMer,18,-1
HdcGTMer,27,-1
HdcGTMer,110,1
HdcGTMer,56,1
HdcGTMer,94,-1
HdcGTMer,53,1
HdcGTMer,70,1
HdcGTMer,71,-1
HdcGTMer,85,-1
gimEnIAU,20,-1
gimEnIAU,48,1
gimEnIAU,88,-1
gimEnIAU,96,-1
gimEnIAU,84,-1
gimEnIAU,105,1
gimEnIAU,111,1
gimEnIAU,15,-1
gimEnIAU,3,-1
gimEnIAU,44,1
gimEnIAU,50,-1
gimEnIAU,22,-1
gimEnIAU,119,1
gimEnIAU,33,1
gimEnIAU,69,1
gimEnIAU,104,1
gimEnIAU,73,-1
gimEnIAU,36,1
gimEnIAU,72,-1
gimEnIAU,13,-1
gimEnIAU,92,-1
gimEnIAU,56,1
gimEnIAU,2,-1
gimEnIAU,64,-1
ztXACIIM,64,-1
ztXACIIM,108,1
ztXACIIM,70,1
ztXACIIM,90,1
ztXACIIM,81,1
ztXACIIM,54,1
ztXACIIM,37,1
ztXACIIM,82,1
ztXACIIM,2,-1
ztXACIIM,99,1
ztXACIIM,57,1
ztXACIIM,35,1
ztXACIIM,44,1
ztXACIIM,42,1
ztXACIIM,6,-1
ztXACIIM,69,1
ztXACIIM,21,1
ztXACIIM,119,1
ztXACIIM,79,-1
ztXACIIM,111,1
ztXACIIM,16,-1
ztXACIIM,23,1
ztXACIIM,104,1
ztXACIIM,15,-1
8swnAYiv,22,1
8swnAYiv,31,1
8swnAYiv,65,-1
8swnAYiv,14,-1
8swnAYiv,104,1
8swnAYiv,87,1
8swnAYiv,78,1
8swnAYiv,111,1
8swnAYiv,48,1
8swnAYiv,110,1
8swnAYiv,91,1
8swnAYiv,13,1
8swnAYiv,101,1
8swnAYiv,8,-1
8swnAYiv,55,1
8swnAYiv,9,-1
8swnAYiv,95,1
8swnAYiv,40,1
8swnAYiv,68,1
8swnAYiv,29,1
8swnAYiv,83,1
8swnAYiv,59,1
8swnAYiv,70,1
8swnAYiv,36,1
c6mrkGkd,10,1
c6mrkGkd,89,1
c6mrkGkd,75,1
c6mrkGkd,119,1
c6mrkGkd,99,1
c6mrkGkd,16,-1
c6mrkGkd,24,1
c6mrkGkd,51,1
c6mrkGkd,58,1
c6mrkGkd,1,-1
c6mrkGkd,84,1
c6mrkGkd,64,-1
c6mrkGkd,109,1
c6mrkGkd,0,-1
c6mrkGkd,115,1
c6mrkGkd,104,1
c6mrkGkd,47,1
c6mrkGkd,36,1
c6mrkGkd,78,1
c6mrkGkd,48,1
c6mrkGkd,21,1
c6mrkGkd,92,1
c6mrkGkd,38,1
c6mrkGkd,63,-1
ErpJxxu9,95,1
ErpJxxu9,32,1
ErpJxxu9,34,1
ErpJxxu9,63,-1
ErpJxxu9,6,-1
ErpJxxu9,110,1
ErpJxxu9,53,1
ErpJxxu9,82,1
ErpJxxu9,44,1
ErpJxxu9,17,1
ErpJxxu9,22,1
ErpJxxu9,29,1
ErpJxxu9,3,-1
ErpJxxu9,14,-1
ErpJxxu9,114,1
ErpJxxu9,100,1
ErpJxxu9,98,1
ErpJxxu9,47,1
ErpJxxu9,87,1
ErpJxxu9,103,1
ErpJxxu9,52,1
ErpJxxu9,70,1
ErpJxxu9,75,1
ErpJxxu9,61,-1
7AU2Zpwj,26,1
7AU2Zpwj,24,1
7AU2Zpwj,101,1
7AU2Zpwj,93,1
7AU2Zpwj,46,1
7AU2Zpwj,2,-1
7AU2Zpwj,12,-1
7AU2Zpwj,95,-1
7AU2Zpwj,33,1
7AU2Zpwj,5,-1
7AU2Zpwj,77,-1
7AU2Zpwj,13,1
7AU2Zpwj,83,-1
7AU2Zpwj,62,-1
7AU2Zpwj,41,1
7AU2Zpwj,31,1
7AU2Zpwj,103,1
7AU2Zpwj,54,1
7AU2Zpwj,75,1
7AU2Zpwj,82,-1
7AU2Zpwj,61,-1
7AU2Zpwj,111,1
7AU2Zpwj,117,1
7AU2Zpwj,55,1
v5qC9GoQ,55,1
v5qC9GoQ,90,-1
v5qC9GoQ,114,1
v5qC9GoQ,46,1
v5qC9GoQ,19,-1
v5qC9GoQ,15,-1
v5qC9GoQ,86,1
v5qC9GoQ,72,-1
v5qC9GoQ,85,-1
v5qC9GoQ,30,1
v5qC9GoQ,92,1
v5qC9GoQ,115,1
v5qC9GoQ,106,1
v5qC9GoQ,102,1
v5qC9GoQ,47,1
v5qC9GoQ,21,-1
v5qC9GoQ,2,-1
v5qC9GoQ,20,-1
v5qC9GoQ,69,-1
v5qC9GoQ,62,-1
v5qC9GoQ,36,1
v5qC9GoQ,74,-1
v5qC9GoQ,54,1
v5qC9GoQ,0,-1
Kk6n8YPG,68,1
Kk6n8YPG,15,-1
Kk6n8YPG,45,1
Kk6n8YPG,99,1
Kk6n8YPG,100,1
Kk6n8YPG,81,-1
Kk6n8YPG,20,-1
Kk6n8YPG,52,1
Kk6n8YPG,97,1
Kk6n8YPG,13,1
Kk6n8YPG,83,-1
Kk6n8YPG,3,-1
Kk6n8YPG,0,-1
Kk6n8YPG,112,1
Kk6n8YPG,57,1
Kk6n8YPG,40,1
Kk6n8YPG,76,1
Kk6n8YPG,118,1
Kk6n8YPG,104,1
Kk6n8YPG,34,1
Kk6n8YPG,35,1
Kk6n8YPG,72,-1
Kk6n8YPG,27,-1
Kk6n8YPG,62,-1
z68m6dAe,13,-1
z68m6dAe,0,-1
z68m6dAe,6,-1
z68m6dAe,16,-1
z68m6dAe,118,1
z68m6dAe,105,1
z68m6dAe,21,1
z68m6dAe,25,1
z68m6dAe,88,1
z68m6dAe,36,1
z68m6dAe,38,1
z68m6dAe,45,1
z68m6dAe,104,1
z68m6dAe,53,1
z68m6dAe,85,-1
z68m6dAe,115,1
z68m6dAe,97,1
z68m6dAe,69,-1
z68m6dAe,70,-1
z68m6dAe,99,1
z68m6dAe,64,-1
z68m6dAe,74,-1
z68m6dAe,43,1
z68m6dAe,54,1
SIFWBwKx,11,-1
SIFWBwKx,30,1
SIFWBwKx,23,1
SIFWBwKx,22,-1
SIFWBwKx,8,-1
SIFWBwKx,5,-1
SIFWBwKx,15,-1
SIFWBwKx,38,1
SIFWBwKx,43,1
SIFWBwKx,49,1
SIFWBwKx,55,1
SIFWBwKx,58,1
SIFWBwKx,70,1
SIFWBwKx,68,-1
SIFWBwKx,73,-1
SIFWBwKx,66,-1
SIFWBwKx,85,-1
SIFWBwKx,83,-1
SIFWBwKx,94,1
SIFWBwKx,93,-1
SIFWBwKx,119,1
SIFWBwKx,109,-1
SIFWBwKx,110,-1
SIFWBwKx,108,1
ZgotAd5y,107,1
ZgotAd5y,14,-1
ZgotAd5y,26,-1
ZgotAd5y,54,1
ZgotAd5y,81,1
ZgotAd5y,53,1
ZgotAd5y,46,1
ZgotAd5y,76,-1
ZgotAd5y,8,-1
ZgotAd5y,1,-1
ZgotAd5y,37,1
ZgotAd5y,114,1
ZgotAd5y,87,-1
ZgotAd5y,65,-1
ZgotAd5y,42,1
ZgotAd5y,66,-1
ZgotAd5y,98,-1
ZgotAd5y,39,-1
ZgotAd5y,93,-1
ZgotAd5y,70,-1
ZgotAd5y,116,1
ZgotAd5y,18,-1
ZgotAd5y,23,-1
ZgotAd5y,109,1
a2O0t8jd,3,-1
a2O0t8jd,21,1
a2O0t8jd,115,1
a2O0t8jd,45,1
a2O0t8jd,35,1
a2O0t8jd,10,-1
a2O0t8jd,91,-1
a2O0t8jd,51,1
a2O0t8jd,71,-1
a2O0t8jd,81,-1
a2O0t8jd,27,-1
a2O0t8jd,64,-1
a2O0t8jd,19,1
a2O0t8jd,105,1
a2O0t8jd,112,1
a2O0t8jd,80,1
a2O0t8jd,4,-1
a2O0t8jd,73,-1
a2O0t8jd,61,-1
a2O0t8jd,92,1
a2O0t8jd,30,-1
a2O0t8jd,55,1
a2O0t8jd,41,1
a2O0t8jd,103,-1
G3BPg6AW,7,-1
G3BPg6AW,20,-1
G3BPg6AW,23,-1
G3BPg6AW,93,-1
G3BPg6AW,111,1
G3BPg6AW,100,1
G3BPg6AW,42,1
G3BPg6AW,39,1
G3BPg6AW,115,1
G3BPg6AW,58,1
G3BPg6AW,106,1
G3BPg6AW,45,1
G3BPg6AW,74,-1
G3BPg6AW,10,-1
G3BPg6AW,51,1
G3BPg6AW,90,-1
G3BPg6AW,88,-1
G3BPg6AW,32,1
G3BPg6AW,66,-1
G3BPg6AW,81,-1
G3BPg6AW,0,-1
G3BPg6AW,11,1
G3BPg6AW,71,-1
G3BPg6AW,65,-1
FiHtficl,15,-1
FiHtficl,0,-1
FiHtficl,116,1
FiHtficl,103,-1
FiHtficl,24,1
FiHtficl,10,-1
FiHtficl,93,1
FiHtficl,70,1
FiHtficl,37,1
FiHtficl,33,1
FiHtficl,83,1
FiHtficl,25,1
FiHtficl,112,1
FiHtficl,92,1
FiHtficl,6,-1
FiHtficl,56,1
FiHtficl,59,1
FiHtficl,44,1
FiHtficl,49,1
