workerId,SESSION_ID,STUDY_ID,taskId,comment,answer1,correct,duration,startTime,submitTime
5596f7bdfdf99b4a8bd2d49f,SESSION_ID:63fe669565b2de1a7dbe07b0,STUDY_ID:63fe55e7357fc7ea8e02a815,11,44,1,1,duration:7581,startTime:Tue Feb 28 2023 15:45:18 GMT-0500 (Eastern Standard Time),submitTime:Tue Feb 28 2023 15:45:26 GMT-0500 (Eastern Standard Time)}
5596f7bdfdf99b4a8bd2d49f,SESSION_ID:63fe669565b2de1a7dbe07b0,STUDY_ID:63fe55e7357fc7ea8e02a815,12,41,1,1,duration:9053,startTime:Tue Feb 28 2023 15:45:26 GMT-0500 (Eastern Standard Time),submitTime:Tue Feb 28 2023 15:45:35 GMT-0500 (Eastern Standard Time)}
5596f7bdfdf99b4a8bd2d49f,SESSION_ID:63fe669565b2de1a7dbe07b0,STUDY_ID:63fe55e7357fc7ea8e02a815,13,72,-1,1,duration:16126,startTime:Tue Feb 28 2023 15:45:35 GMT-0500 (Eastern Standard Time),submitTime:Tue Feb 28 2023 15:45:51 GMT-0500 (Eastern Standard Time)}
5596f7bdfdf99b4a8bd2d49f,SESSION_ID:63fe669565b2de1a7dbe07b0,STUDY_ID:63fe55e7357fc7ea8e02a815,14,85,-1,1,duration:11085,startTime:Tue Feb 28 2023 15:45:51 GMT-0500 (Eastern Standard Time),submitTime:Tue Feb 28 2023 15:46:02 GMT-0500 (Eastern Standard Time)}
5596f7bdfdf99b4a8bd2d49f,SESSION_ID:63fe669565b2de1a7dbe07b0,STUDY_ID:63fe55e7357fc7ea8e02a815,15,54,1,1,duration:13926,startTime:Tue Feb 28 2023 15:46:02 GMT-0500 (Eastern Standard Time),submitTime:Tue Feb 28 2023 15:46:16 GMT-0500 (Eastern Standard Time)}
5596f7bdfdf99b4a8bd2d49f,SESSION_ID:63fe669565b2de1a7dbe07b0,STUDY_ID:63fe55e7357fc7ea8e02a815,16,116,1,1,duration:3807,startTime:Tue Feb 28 2023 15:46:16 GMT-0500 (Eastern Standard Time),submitTime:Tue Feb 28 2023 15:46:20 GMT-0500 (Eastern Standard Time)}
5596f7bdfdf99b4a8bd2d49f,SESSION_ID:63fe669565b2de1a7dbe07b0,STUDY_ID:63fe55e7357fc7ea8e02a815,17,2,-1,1,duration:11207,startTime:Tue Feb 28 2023 15:46:20 GMT-0500 (Eastern Standard Time),submitTime:Tue Feb 28 2023 15:46:31 GMT-0500 (Eastern Standard Time)}
5596f7bdfdf99b4a8bd2d49f,SESSION_ID:63fe669565b2de1a7dbe07b0,STUDY_ID:63fe55e7357fc7ea8e02a815,18,101,1,1,duration:4232,startTime:Tue Feb 28 2023 15:46:31 GMT-0500 (Eastern Standard Time),submitTime:Tue Feb 28 2023 15:46:35 GMT-0500 (Eastern Standard Time)}
5596f7bdfdf99b4a8bd2d49f,SESSION_ID:63fe669565b2de1a7dbe07b0,STUDY_ID:63fe55e7357fc7ea8e02a815,19,111,1,1,duration:8271,startTime:Tue Feb 28 2023 15:46:35 GMT-0500 (Eastern Standard Time),submitTime:Tue Feb 28 2023 15:46:44 GMT-0500 (Eastern Standard Time)}
5596f7bdfdf99b4a8bd2d49f,SESSION_ID:63fe669565b2de1a7dbe07b0,STUDY_ID:63fe55e7357fc7ea8e02a815,20,92,-1,1,duration:21922,startTime:Tue Feb 28 2023 15:46:44 GMT-0500 (Eastern Standard Time),submitTime:Tue Feb 28 2023 15:47:06 GMT-0500 (Eastern Standard Time)}
5596f7bdfdf99b4a8bd2d49f,SESSION_ID:63fe669565b2de1a7dbe07b0,STUDY_ID:63fe55e7357fc7ea8e02a815,21,32,1,1,duration:10757,startTime:Tue Feb 28 2023 15:47:20 GMT-0500 (Eastern Standard Time),submitTime:Tue Feb 28 2023 15:47:30 GMT-0500 (Eastern Standard Time)}
5596f7bdfdf99b4a8bd2d49f,SESSION_ID:63fe669565b2de1a7dbe07b0,STUDY_ID:63fe55e7357fc7ea8e02a815,22,17,-1,1,duration:8368,startTime:Tue Feb 28 2023 15:47:30 GMT-0500 (Eastern Standard Time),submitTime:Tue Feb 28 2023 15:47:39 GMT-0500 (Eastern Standard Time)}
5596f7bdfdf99b4a8bd2d49f,SESSION_ID:63fe669565b2de1a7dbe07b0,STUDY_ID:63fe55e7357fc7ea8e02a815,23,67,-1,1,duration:11169,startTime:Tue Feb 28 2023 15:47:39 GMT-0500 (Eastern Standard Time),submitTime:Tue Feb 28 2023 15:47:50 GMT-0500 (Eastern Standard Time)}
5596f7bdfdf99b4a8bd2d49f,SESSION_ID:63fe669565b2de1a7dbe07b0,STUDY_ID:63fe55e7357fc7ea8e02a815,24,12,-1,1,duration:17734,startTime:Tue Feb 28 2023 15:47:50 GMT-0500 (Eastern Standard Time),submitTime:Tue Feb 28 2023 15:48:08 GMT-0500 (Eastern Standard Time)}
56f1d53bf2df32000b8f3748,63f7bda4f511e4f93a8c98da,63f7a87d37b0cb0ab8ca6a54,1,102,1,1,duration:12538,startTime:Thu Feb 23 2023 13:26:06 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 13:26:18 GMT-0600 (Central Standard Time)}
56f1d53bf2df32000b8f3748,63f7bda4f511e4f93a8c98da,63f7a87d37b0cb0ab8ca6a54,2,75,1,0,duration:10931,startTime:Thu Feb 23 2023 13:26:18 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 13:26:29 GMT-0600 (Central Standard Time)}
56f1d53bf2df32000b8f3748,63f7bda4f511e4f93a8c98da,63f7a87d37b0cb0ab8ca6a54,3,110,1,1,duration:6638,startTime:Thu Feb 23 2023 13:26:29 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 13:26:36 GMT-0600 (Central Standard Time)}
56f1d53bf2df32000b8f3748,63f7bda4f511e4f93a8c98da,63f7a87d37b0cb0ab8ca6a54,4,32,-1,1,duration:15539,startTime:Thu Feb 23 2023 13:26:36 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 13:26:51 GMT-0600 (Central Standard Time)}
56f1d53bf2df32000b8f3748,63f7bda4f511e4f93a8c98da,63f7a87d37b0cb0ab8ca6a54,5,26,1,0,duration:10758,startTime:Thu Feb 23 2023 13:26:51 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 13:27:02 GMT-0600 (Central Standard Time)}
56f1d53bf2df32000b8f3748,63f7bda4f511e4f93a8c98da,63f7a87d37b0cb0ab8ca6a54,6,48,1,1,duration:3481,startTime:Thu Feb 23 2023 13:27:02 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 13:27:06 GMT-0600 (Central Standard Time)}
56f1d53bf2df32000b8f3748,63f7bda4f511e4f93a8c98da,63f7a87d37b0cb0ab8ca6a54,7,64,-1,1,duration:4068,startTime:Thu Feb 23 2023 13:27:06 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 13:27:10 GMT-0600 (Central Standard Time)}
56f1d53bf2df32000b8f3748,63f7bda4f511e4f93a8c98da,63f7a87d37b0cb0ab8ca6a54,8,6,-1,1,duration:5758,startTime:Thu Feb 23 2023 13:27:10 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 13:27:16 GMT-0600 (Central Standard Time)}
56f1d53bf2df32000b8f3748,63f7bda4f511e4f93a8c98da,63f7a87d37b0cb0ab8ca6a54,9,81,-1,1,duration:14916,startTime:Thu Feb 23 2023 13:27:16 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 13:27:30 GMT-0600 (Central Standard Time)}
56f1d53bf2df32000b8f3748,63f7bda4f511e4f93a8c98da,63f7a87d37b0cb0ab8ca6a54,10,39,1,1,duration:8425,startTime:Thu Feb 23 2023 13:27:30 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 13:27:39 GMT-0600 (Central Standard Time)}
56f1d53bf2df32000b8f3748,63f7bda4f511e4f93a8c98da,63f7a87d37b0cb0ab8ca6a54,11,59,1,1,duration:6580,startTime:Thu Feb 23 2023 13:27:44 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 13:27:51 GMT-0600 (Central Standard Time)}
56f1d53bf2df32000b8f3748,63f7bda4f511e4f93a8c98da,63f7a87d37b0cb0ab8ca6a54,12,1,-1,1,duration:6940,startTime:Thu Feb 23 2023 13:27:51 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 13:27:58 GMT-0600 (Central Standard Time)}
56f1d53bf2df32000b8f3748,63f7bda4f511e4f93a8c98da,63f7a87d37b0cb0ab8ca6a54,13,86,1,0,duration:6609,startTime:Thu Feb 23 2023 13:27:58 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 13:28:04 GMT-0600 (Central Standard Time)}
56f1d53bf2df32000b8f3748,63f7bda4f511e4f93a8c98da,63f7a87d37b0cb0ab8ca6a54,14,18,1,0,duration:12802,startTime:Thu Feb 23 2023 13:28:04 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 13:28:17 GMT-0600 (Central Standard Time)}
56f1d53bf2df32000b8f3748,63f7bda4f511e4f93a8c98da,63f7a87d37b0cb0ab8ca6a54,15,90,1,1,duration:11056,startTime:Thu Feb 23 2023 13:28:17 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 13:28:28 GMT-0600 (Central Standard Time)}
56f1d53bf2df32000b8f3748,63f7bda4f511e4f93a8c98da,63f7a87d37b0cb0ab8ca6a54,16,28,1,0,duration:6342,startTime:Thu Feb 23 2023 13:28:28 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 13:28:35 GMT-0600 (Central Standard Time)}
56f1d53bf2df32000b8f3748,63f7bda4f511e4f93a8c98da,63f7a87d37b0cb0ab8ca6a54,17,68,-1,1,duration:12761,startTime:Thu Feb 23 2023 13:28:35 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 13:28:47 GMT-0600 (Central Standard Time)}
56f1d53bf2df32000b8f3748,63f7bda4f511e4f93a8c98da,63f7a87d37b0cb0ab8ca6a54,18,43,1,1,duration:5198,startTime:Thu Feb 23 2023 13:28:47 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 13:28:53 GMT-0600 (Central Standard Time)}
56f1d53bf2df32000b8f3748,63f7bda4f511e4f93a8c98da,63f7a87d37b0cb0ab8ca6a54,19,103,-1,1,duration:7677,startTime:Thu Feb 23 2023 13:28:53 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 13:29:00 GMT-0600 (Central Standard Time)}
56f1d53bf2df32000b8f3748,63f7bda4f511e4f93a8c98da,63f7a87d37b0cb0ab8ca6a54,20,118,1,1,duration:10913,startTime:Thu Feb 23 2023 13:29:00 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 13:29:11 GMT-0600 (Central Standard Time)}
56f1d53bf2df32000b8f3748,63f7bda4f511e4f93a8c98da,63f7a87d37b0cb0ab8ca6a54,21,95,1,1,duration:5540,startTime:Thu Feb 23 2023 13:29:17 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 13:29:22 GMT-0600 (Central Standard Time)}
56f1d53bf2df32000b8f3748,63f7bda4f511e4f93a8c98da,63f7a87d37b0cb0ab8ca6a54,22,52,1,1,duration:10045,startTime:Thu Feb 23 2023 13:29:22 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 13:29:32 GMT-0600 (Central Standard Time)}
56f1d53bf2df32000b8f3748,63f7bda4f511e4f93a8c98da,63f7a87d37b0cb0ab8ca6a54,23,74,-1,1,duration:7898,startTime:Thu Feb 23 2023 13:29:32 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 13:29:40 GMT-0600 (Central Standard Time)}
56f1d53bf2df32000b8f3748,63f7bda4f511e4f93a8c98da,63f7a87d37b0cb0ab8ca6a54,24,10,-1,1,duration:8640,startTime:Thu Feb 23 2023 13:29:40 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 13:29:49 GMT-0600 (Central Standard Time)}
56f29effed0cf60006911528,SESSION_ID:63fd0f06b5e86ea2dfe048ad,STUDY_ID:63fcfcc5c60513f0decf8ee1,1,8,-1,1,duration:24251,startTime:Mon Feb 27 2023 14:14:40 GMT-0600 (Central Standard Time),submitTime:Mon Feb 27 2023 14:15:05 GMT-0600 (Central Standard Time)}
56f29effed0cf60006911528,SESSION_ID:63fd0f06b5e86ea2dfe048ad,STUDY_ID:63fcfcc5c60513f0decf8ee1,2,69,1,0,duration:18441,startTime:Mon Feb 27 2023 14:15:05 GMT-0600 (Central Standard Time),submitTime:Mon Feb 27 2023 14:15:23 GMT-0600 (Central Standard Time)}
56f29effed0cf60006911528,SESSION_ID:63fd0f06b5e86ea2dfe048ad,STUDY_ID:63fcfcc5c60513f0decf8ee1,3,104,1,1,duration:10992,startTime:Mon Feb 27 2023 14:15:23 GMT-0600 (Central Standard Time),submitTime:Mon Feb 27 2023 14:15:34 GMT-0600 (Central Standard Time)}
56f29effed0cf60006911528,SESSION_ID:63fd0f06b5e86ea2dfe048ad,STUDY_ID:63fcfcc5c60513f0decf8ee1,4,70,1,0,duration:5112,startTime:Mon Feb 27 2023 14:15:34 GMT-0600 (Central Standard Time),submitTime:Mon Feb 27 2023 14:15:39 GMT-0600 (Central Standard Time)}
56f29effed0cf60006911528,SESSION_ID:63fd0f06b5e86ea2dfe048ad,STUDY_ID:63fcfcc5c60513f0decf8ee1,5,80,1,0,duration:8411,startTime:Mon Feb 27 2023 14:15:39 GMT-0600 (Central Standard Time),submitTime:Mon Feb 27 2023 14:15:48 GMT-0600 (Central Standard Time)}
56f29effed0cf60006911528,SESSION_ID:63fd0f06b5e86ea2dfe048ad,STUDY_ID:63fcfcc5c60513f0decf8ee1,6,85,1,0,duration:10402,startTime:Mon Feb 27 2023 14:15:48 GMT-0600 (Central Standard Time),submitTime:Mon Feb 27 2023 14:15:58 GMT-0600 (Central Standard Time)}
56f29effed0cf60006911528,SESSION_ID:63fd0f06b5e86ea2dfe048ad,STUDY_ID:63fcfcc5c60513f0decf8ee1,7,48,1,1,duration:5369,startTime:Mon Feb 27 2023 14:15:58 GMT-0600 (Central Standard Time),submitTime:Mon Feb 27 2023 14:16:03 GMT-0600 (Central Standard Time)}
56f29effed0cf60006911528,SESSION_ID:63fd0f06b5e86ea2dfe048ad,STUDY_ID:63fcfcc5c60513f0decf8ee1,8,59,1,1,duration:5443,startTime:Mon Feb 27 2023 14:16:03 GMT-0600 (Central Standard Time),submitTime:Mon Feb 27 2023 14:16:09 GMT-0600 (Central Standard Time)}
56f29effed0cf60006911528,SESSION_ID:63fd0f06b5e86ea2dfe048ad,STUDY_ID:63fcfcc5c60513f0decf8ee1,9,119,1,1,duration:6513,startTime:Mon Feb 27 2023 14:16:09 GMT-0600 (Central Standard Time),submitTime:Mon Feb 27 2023 14:16:15 GMT-0600 (Central Standard Time)}
56f29effed0cf60006911528,SESSION_ID:63fd0f06b5e86ea2dfe048ad,STUDY_ID:63fcfcc5c60513f0decf8ee1,10,43,1,1,duration:9675,startTime:Mon Feb 27 2023 14:16:15 GMT-0600 (Central Standard Time),submitTime:Mon Feb 27 2023 14:16:25 GMT-0600 (Central Standard Time)}
56f29effed0cf60006911528,SESSION_ID:63fd0f06b5e86ea2dfe048ad,STUDY_ID:63fcfcc5c60513f0decf8ee1,11,5,-1,1,duration:5499,startTime:Mon Feb 27 2023 14:16:32 GMT-0600 (Central Standard Time),submitTime:Mon Feb 27 2023 14:16:37 GMT-0600 (Central Standard Time)}
56f29effed0cf60006911528,SESSION_ID:63fd0f06b5e86ea2dfe048ad,STUDY_ID:63fcfcc5c60513f0decf8ee1,12,62,-1,1,duration:5571,startTime:Mon Feb 27 2023 14:16:37 GMT-0600 (Central Standard Time),submitTime:Mon Feb 27 2023 14:16:43 GMT-0600 (Central Standard Time)}
56f29effed0cf60006911528,SESSION_ID:63fd0f06b5e86ea2dfe048ad,STUDY_ID:63fcfcc5c60513f0decf8ee1,13,27,-1,1,duration:8458,startTime:Mon Feb 27 2023 14:16:43 GMT-0600 (Central Standard Time),submitTime:Mon Feb 27 2023 14:16:51 GMT-0600 (Central Standard Time)}
56f29effed0cf60006911528,SESSION_ID:63fd0f06b5e86ea2dfe048ad,STUDY_ID:63fcfcc5c60513f0decf8ee1,14,51,1,1,duration:7229,startTime:Mon Feb 27 2023 14:16:51 GMT-0600 (Central Standard Time),submitTime:Mon Feb 27 2023 14:16:58 GMT-0600 (Central Standard Time)}
56f29effed0cf60006911528,SESSION_ID:63fd0f06b5e86ea2dfe048ad,STUDY_ID:63fcfcc5c60513f0decf8ee1,15,109,1,1,duration:6539,startTime:Mon Feb 27 2023 14:16:58 GMT-0600 (Central Standard Time),submitTime:Mon Feb 27 2023 14:17:05 GMT-0600 (Central Standard Time)}
56f29effed0cf60006911528,SESSION_ID:63fd0f06b5e86ea2dfe048ad,STUDY_ID:63fcfcc5c60513f0decf8ee1,16,93,-1,1,duration:8026,startTime:Mon Feb 27 2023 14:17:05 GMT-0600 (Central Standard Time),submitTime:Mon Feb 27 2023 14:17:13 GMT-0600 (Central Standard Time)}
56f29effed0cf60006911528,SESSION_ID:63fd0f06b5e86ea2dfe048ad,STUDY_ID:63fcfcc5c60513f0decf8ee1,17,39,1,1,duration:8637,startTime:Mon Feb 27 2023 14:17:13 GMT-0600 (Central Standard Time),submitTime:Mon Feb 27 2023 14:17:22 GMT-0600 (Central Standard Time)}
56f29effed0cf60006911528,SESSION_ID:63fd0f06b5e86ea2dfe048ad,STUDY_ID:63fcfcc5c60513f0decf8ee1,18,91,1,1,duration:22753,startTime:Mon Feb 27 2023 14:17:22 GMT-0600 (Central Standard Time),submitTime:Mon Feb 27 2023 14:17:44 GMT-0600 (Central Standard Time)}
56f29effed0cf60006911528,SESSION_ID:63fd0f06b5e86ea2dfe048ad,STUDY_ID:63fcfcc5c60513f0decf8ee1,19,114,1,1,duration:6795,startTime:Mon Feb 27 2023 14:17:44 GMT-0600 (Central Standard Time),submitTime:Mon Feb 27 2023 14:17:51 GMT-0600 (Central Standard Time)}
56f29effed0cf60006911528,SESSION_ID:63fd0f06b5e86ea2dfe048ad,STUDY_ID:63fcfcc5c60513f0decf8ee1,20,15,-1,1,duration:11860,startTime:Mon Feb 27 2023 14:17:51 GMT-0600 (Central Standard Time),submitTime:Mon Feb 27 2023 14:18:03 GMT-0600 (Central Standard Time)}
56f29effed0cf60006911528,SESSION_ID:63fd0f06b5e86ea2dfe048ad,STUDY_ID:63fcfcc5c60513f0decf8ee1,21,79,-1,1,duration:7521,startTime:Mon Feb 27 2023 14:18:12 GMT-0600 (Central Standard Time),submitTime:Mon Feb 27 2023 14:18:19 GMT-0600 (Central Standard Time)}
56f29effed0cf60006911528,SESSION_ID:63fd0f06b5e86ea2dfe048ad,STUDY_ID:63fcfcc5c60513f0decf8ee1,22,29,-1,1,duration:8287,startTime:Mon Feb 27 2023 14:18:19 GMT-0600 (Central Standard Time),submitTime:Mon Feb 27 2023 14:18:28 GMT-0600 (Central Standard Time)}
56f29effed0cf60006911528,SESSION_ID:63fd0f06b5e86ea2dfe048ad,STUDY_ID:63fcfcc5c60513f0decf8ee1,23,12,-1,1,duration:12582,startTime:Mon Feb 27 2023 14:18:28 GMT-0600 (Central Standard Time),submitTime:Mon Feb 27 2023 14:18:40 GMT-0600 (Central Standard Time)}
56f29effed0cf60006911528,SESSION_ID:63fd0f06b5e86ea2dfe048ad,STUDY_ID:63fcfcc5c60513f0decf8ee1,24,30,1,1,duration:7442,startTime:Mon Feb 27 2023 14:18:40 GMT-0600 (Central Standard Time),submitTime:Mon Feb 27 2023 14:18:48 GMT-0600 (Central Standard Time)}
5748077a5e5491000e3bf711,63f78cb2cf769602e9ac25e6,63f77f2fbdfe4047ddabe507,1,13,1,0,duration:15651,startTime:Thu Feb 23 2023 09:57:07 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 09:57:22 GMT-0600 (Central Standard Time)}
5748077a5e5491000e3bf711,63f78cb2cf769602e9ac25e6,63f77f2fbdfe4047ddabe507,2,16,-1,1,duration:9992,startTime:Thu Feb 23 2023 09:57:23 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 09:57:33 GMT-0600 (Central Standard Time)}
5748077a5e5491000e3bf711,63f78cb2cf769602e9ac25e6,63f77f2fbdfe4047ddabe507,3,28,1,0,duration:8566,startTime:Thu Feb 23 2023 09:57:33 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 09:57:41 GMT-0600 (Central Standard Time)}
5748077a5e5491000e3bf711,63f78cb2cf769602e9ac25e6,63f77f2fbdfe4047ddabe507,4,92,1,1,duration:8875,startTime:Thu Feb 23 2023 09:57:41 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 09:57:50 GMT-0600 (Central Standard Time)}
5748077a5e5491000e3bf711,63f78cb2cf769602e9ac25e6,63f77f2fbdfe4047ddabe507,5,105,1,1,duration:8449,startTime:Thu Feb 23 2023 09:57:50 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 09:57:58 GMT-0600 (Central Standard Time)}
5748077a5e5491000e3bf711,63f78cb2cf769602e9ac25e6,63f77f2fbdfe4047ddabe507,6,60,-1,1,duration:5898,startTime:Thu Feb 23 2023 09:57:58 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 09:58:04 GMT-0600 (Central Standard Time)}
5748077a5e5491000e3bf711,63f78cb2cf769602e9ac25e6,63f77f2fbdfe4047ddabe507,7,119,1,1,duration:5196,startTime:Thu Feb 23 2023 09:58:04 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 09:58:10 GMT-0600 (Central Standard Time)}
5748077a5e5491000e3bf711,63f78cb2cf769602e9ac25e6,63f77f2fbdfe4047ddabe507,8,111,1,1,duration:9967,startTime:Thu Feb 23 2023 09:58:10 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 09:58:20 GMT-0600 (Central Standard Time)}
5748077a5e5491000e3bf711,63f78cb2cf769602e9ac25e6,63f77f2fbdfe4047ddabe507,9,77,-1,1,duration:6772,startTime:Thu Feb 23 2023 09:58:20 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 09:58:26 GMT-0600 (Central Standard Time)}
5748077a5e5491000e3bf711,63f78cb2cf769602e9ac25e6,63f77f2fbdfe4047ddabe507,10,53,1,1,duration:5286,startTime:Thu Feb 23 2023 09:58:26 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 09:58:32 GMT-0600 (Central Standard Time)}
5748077a5e5491000e3bf711,63f78cb2cf769602e9ac25e6,63f77f2fbdfe4047ddabe507,11,39,1,1,duration:10387,startTime:Thu Feb 23 2023 09:58:41 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 09:58:51 GMT-0600 (Central Standard Time)}
5748077a5e5491000e3bf711,63f78cb2cf769602e9ac25e6,63f77f2fbdfe4047ddabe507,12,52,1,1,duration:5503,startTime:Thu Feb 23 2023 09:58:51 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 09:58:57 GMT-0600 (Central Standard Time)}
5748077a5e5491000e3bf711,63f78cb2cf769602e9ac25e6,63f77f2fbdfe4047ddabe507,13,106,1,1,duration:4201,startTime:Thu Feb 23 2023 09:58:57 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 09:59:01 GMT-0600 (Central Standard Time)}
5748077a5e5491000e3bf711,63f78cb2cf769602e9ac25e6,63f77f2fbdfe4047ddabe507,14,73,-1,1,duration:6741,startTime:Thu Feb 23 2023 09:59:01 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 09:59:08 GMT-0600 (Central Standard Time)}
5748077a5e5491000e3bf711,63f78cb2cf769602e9ac25e6,63f77f2fbdfe4047ddabe507,15,69,-1,1,duration:13247,startTime:Thu Feb 23 2023 09:59:08 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 09:59:21 GMT-0600 (Central Standard Time)}
5748077a5e5491000e3bf711,63f78cb2cf769602e9ac25e6,63f77f2fbdfe4047ddabe507,16,25,-1,1,duration:7030,startTime:Thu Feb 23 2023 09:59:21 GMT-0600 (Central Standard Time),submitTime:Thu Feb 23 2023 09:59:28 GMT-0600 (Central Standard Time)}
