workerId,Session,Study,treatmentId,taskId,comment,answer1,answer2,duration,startTime,submiTiime,answer,biasf
612bdce27fe2b2cb696269f4,SESSION_ID:64f8d4067c8df9d1d5d66ba7,STUDY_ID:64f8ce337b289a6b18812bba,1,19,108,25,25,duration:14934,startTime:Wed Sep 06 2023 12:42:09 GMT-0700 (PDT),submitTime:Wed Sep 06 2023 12:42:24 GMT-0700 (PDT)},0.25,-0.660714286
64135b2efa1c09f8a0b91bd4,SESSION_ID:64f88f8fb34df91c6de12467,STUDY_ID:64f87d77f1db16f3b98108c3,1,14,98,15,19,duration:16302,startTime:Wed Sep 06 2023 09:47:07 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:47:23 GMT-0500 (Central Daylight Time)},0.19,-0.689310345
5dc592c6aa431440aa755d5b,SESSION_ID:64fa2e0a6ca417823fd117ed,STUDY_ID:64fa1e7d676feb23d42ed75d,1,24,11,55,55,duration:11780,startTime:Thu Sep 07 2023 15:16:06 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 15:16:17 GMT-0500 (Central Daylight Time)},0.55,-0.186842105
63d7c7cc6818efd3fd8dfc80,SESSION_ID:64fb361eb9d6d42217ffaa87,STUDY_ID:64fb25990f2d04d645f0af85,1,5,104,55,57,duration:39129,startTime:Fri Sep 08 2023 10:02:52 GMT-0500 (Central Daylight Time),submitTime:Fri Sep 08 2023 10:03:31 GMT-0500 (Central Daylight Time)},0.57,-0.25
645b64a4db6c2fa817932d6e,SESSION_ID:64f8e104514d7136f1b875a5,STUDY_ID:64f8ce337b289a6b18812bbb,1,5,8,1,0,duration:29877,startTime:Wed Sep 06 2023 15:40:48 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 15:41:17 GMT-0500 (Central Daylight Time)},0,0
6115b2963198eca231d6eb2b,SESSION_ID:64f8e1e0280a151f0ad34db5,STUDY_ID:64f8ce337b289a6b18812bbb,1,7,39,55,51,duration:39534,startTime:Wed Sep 06 2023 15:36:32 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 15:37:12 GMT-0500 (Central Daylight Time)},0.51,-0.431176471
5e7e659ae47a3d5249d9bd9e,SESSION_ID:64fa28e1f53fa11ac9b2b1ef,STUDY_ID:64fa1e7d676feb23d42ed75d,1,7,38,75,79,duration:41750,startTime:Thu Sep 07 2023 15:51:11 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 15:51:53 GMT-0400 (Eastern Daylight Time)},0.79,-0.131568627
631cfe68ec3769b3711bd80d,SESSION_ID:64f8dbd3737e9c7527702e58,STUDY_ID:64f8ce337b289a6b18812bba,1,24,99,45,46,duration:17752,startTime:Wed Sep 06 2023 16:15:57 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:16:14 GMT-0400 (Eastern Daylight Time)},0.46,-0.376065574
6138f7e0ad42e592ca5f2024,SESSION_ID:64f9d444358174e2ff80a47e,STUDY_ID:64f9ca79054670dbff57b69a,1,10,71,1,0,duration:11349,startTime:Thu Sep 07 2023 08:56:22 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 08:56:33 GMT-0500 (Central Daylight Time)},0,-0.150943396
641361951f32a46c07479b33,SESSION_ID:64fb3a99b063b6bf5a4b268d,STUDY_ID:64fb25990f2d04d645f0af85,1,11,15,5,5,duration:6354,startTime:Fri Sep 08 2023 11:20:53 GMT-0400 (Eastern Daylight Time),submitTime:Fri Sep 08 2023 11:21:00 GMT-0400 (Eastern Daylight Time)},0.05,-0.05
5f9b7861ba641d39dfde5fa3,SESSION_ID:64f889daf03fdc5c3d24aab0,STUDY_ID:64f87d77f1db16f3b98108c2,1,8,66,5,5,duration:42613,startTime:Wed Sep 06 2023 10:42:00 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:42:43 GMT-0400 (Eastern Daylight Time)},0.05,-0.103846154
631916ad7afacf6bf7b9a0f6,SESSION_ID:64f8e5b02f4ee19dafb9b7e7,STUDY_ID:64f8ce337b289a6b18812bba,1,2,33,65,70,duration:17927,startTime:Wed Sep 06 2023 13:56:06 GMT-0700 (Pacific Daylight Time),submitTime:Wed Sep 06 2023 13:56:24 GMT-0700 (Pacific Daylight Time)},0.7,-0.3
60fcc9c1ead2e823344601ee,SESSION_ID:64f88fdae94397d093a3ca26,STUDY_ID:64f87d77f1db16f3b98108c2,1,8,83,85,85,duration:13234,startTime:Wed Sep 06 2023 10:46:54 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:47:07 GMT-0400 (Eastern Daylight Time)},0.85,0.275925926
5cfc38f7ee119e001803dd01,SESSION_ID:64f8e5ba19b5ef827f5ac7c5,STUDY_ID:64f8ce337b289a6b18812bba,1,7,81,35,32,duration:11136,startTime:Wed Sep 06 2023 16:51:28 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:51:40 GMT-0400 (Eastern Daylight Time)},0.32,-0.162142857
631639fab96f950c32505935,SESSION_ID:64fa2eeef26311b078de3f19,STUDY_ID:64fa1e7d676feb23d42ed75d,1,14,84,5,2,duration:26383,startTime:Thu Sep 07 2023 13:18:58 GMT-0700 (Mountain Standard Time),submitTime:Thu Sep 07 2023 13:19:24 GMT-0700 (Mountain Standard Time)},0.02,-0.595384615
5e8a69c836bc63718a82cb90,SESSION_ID:64f88f8c9e5ca0f30261f16c,STUDY_ID:64f87d77f1db16f3b98108c2,1,24,66,1,0,duration:9851,startTime:Wed Sep 06 2023 10:52:07 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:52:17 GMT-0400 (Eastern Daylight Time)},0,-0.153846154
5bc0c37d93ca500001adca49,SESSION_ID:64f8e61d9cdf4b2e99e7542a,STUDY_ID:64f8ce337b289a6b18812bba,1,20,26,95,98,duration:5540,startTime:Wed Sep 06 2023 16:55:08 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:55:14 GMT-0400 (Eastern Daylight Time)},0.98,0.18754717
55884c0dfdf99b4020ba0a1b,SESSION_ID:64fa214a48fdd2e93e2e356a,STUDY_ID:64fa1e7d676feb23d42ed75d,1,20,15,5,4,duration:24406,startTime:Thu Sep 07 2023 14:25:25 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 14:25:49 GMT-0500 (Central Daylight Time)},0.04,-0.06
6348801ddd19d0c7bfddac73,SESSION_ID:64f8e425bcf9c4d9178e7195,STUDY_ID:64f8ce337b289a6b18812bbb,1,13,5,1,0,duration:17801,startTime:Wed Sep 06 2023 16:54:57 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:55:15 GMT-0400 (Eastern Daylight Time)},0,0
59f24b04cde13e00019a3e82,SESSION_ID:64fa46ed5258292fe32c9872,STUDY_ID:64fa428fa4e478e7a98223f8,1,3,49,85,84,duration:21704,startTime:Thu Sep 07 2023 17:58:43 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 17:59:05 GMT-0400 (Eastern Daylight Time)},0.84,-0.16
63fc425460ebc8ea83407754,SESSION_ID:64f88b8efa1c93d07ad34d65,STUDY_ID:64f87d77f1db16f3b98108c2,1,5,71,1,0,duration:20768,startTime:Wed Sep 06 2023 10:32:15 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:32:36 GMT-0400 (Eastern Daylight Time)},0,-0.150943396
6345c5134fb2b5e288ae94e9,SESSION_ID:64fa304113aab933aefd4eee,STUDY_ID:64fa1e7d676feb23d42ed75d,1,24,112,1,0,duration:15568,startTime:Thu Sep 07 2023 16:32:04 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 16:32:19 GMT-0400 (Eastern Daylight Time)},0,-0.913793103
5fab3afc780978629141d35f,SESSION_ID:64f9ccb6add187243b41f73c,STUDY_ID:64f9ca79054670dbff57b69b,1,20,48,95,95,duration:6125,startTime:Thu Sep 07 2023 08:21:34 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 08:21:40 GMT-0500 (Central Daylight Time)},0.95,-0.031481481
5f0cd090c46f4017b410ccbf,SESSION_ID:64f880151e3e8e053cae3aa6,STUDY_ID:64f87d77f1db16f3b98108c3,1,9,108,85,89,duration:9633,startTime:Wed Sep 06 2023 09:40:02 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 09:40:12 GMT-0400 (Eastern Daylight Time)},0.89,-0.020714286
62e05742fafd80b3f0c2e20b,SESSION_ID:64f8e6d11d91f47e72a9444e,STUDY_ID:64f8ce337b289a6b18812bba,1,3,39,95,95,duration:52238,startTime:Wed Sep 06 2023 16:58:05 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:58:57 GMT-0400 (Eastern Daylight Time)},0.95,0.008823529
57962a6e2fc0d400012c808e,SESSION_ID:64f88aeeeb907de7aae09cfb,STUDY_ID:64f87d77f1db16f3b98108c3,1,8,1,1,0,duration:82463,startTime:Wed Sep 06 2023 10:31:39 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:33:02 GMT-0400 (Eastern Daylight Time)},0,-0.01754386
5c961ee66357fb0001ef4b4a,SESSION_ID:64f88c5fb5c6a24878aa194e,STUDY_ID:64f87d77f1db16f3b98108c2,1,11,41,85,88,duration:16429,startTime:Wed Sep 06 2023 10:36:14 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:36:30 GMT-0400 (Eastern Daylight Time)},0.88,-0.082962963
6105e4e2b57f170990f20593,SESSION_ID:64fa30d46678ac30bcb85574,STUDY_ID:64fa1e7d676feb23d42ed75d,1,23,111,25,25,duration:21556,startTime:Thu Sep 07 2023 13:39:49 GMT-0700 (Mountain Standard Time),submitTime:Thu Sep 07 2023 13:40:11 GMT-0700 (Mountain Standard Time)},0.25,-0.596153846
6323e8ff54572f1c005051e7,SESSION_ID:64f8ddb0638c3b397b4996d9,STUDY_ID:64f8ce337b289a6b18812bba,1,23,17,1,0,duration:23192,startTime:Wed Sep 06 2023 15:23:33 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 15:23:56 GMT-0500 (Central Daylight Time)},0,-0.545454545
5d02c9be020a21001835c3b4,SESSION_ID:64f9d6f41f9ef22dd9346958,STUDY_ID:64f9ca79054670dbff57b69a,1,16,41,65,65,duration:27066,startTime:Thu Sep 07 2023 10:12:03 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 10:12:31 GMT-0400 (Eastern Daylight Time)},0.65,-0.312962963
6310bdd0c04dd21ec4d97496,SESSION_ID:64f88b5ae9d456823ccf659b,STUDY_ID:64f87d77f1db16f3b98108c2,1,20,68,65,68,duration:14659,startTime:Wed Sep 06 2023 07:36:08 GMT-0700 (Pacific Daylight Time),submitTime:Wed Sep 06 2023 07:36:23 GMT-0700 (Pacific Daylight Time)},0.68,-0.07862069
60ae888883acfc2413cc459b,SESSION_ID:64f8892ef02bde3b9d0495d1,STUDY_ID:64f87d77f1db16f3b98108c3,1,13,61,5,5,duration:10401,startTime:Wed Sep 06 2023 10:21:13 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:21:23 GMT-0400 (Eastern Daylight Time)},0.05,0.013636364
645504167604634b380f35fd,SESSION_ID:64f8ddf9cb6f2a6e1dfd70d0,STUDY_ID:64f8ce337b289a6b18812bbb,1,17,56,85,85,duration:16576,startTime:Wed Sep 06 2023 16:31:16 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:31:32 GMT-0400 (Eastern Daylight Time)},0.85,-0.15
6100481dd1b1b838ba53030f,SESSION_ID:64fa28664035cc7aad12fc43,STUDY_ID:64fa1e7d676feb23d42ed75d,1,3,79,15,20,duration:37352,startTime:Thu Sep 07 2023 15:50:04 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 15:50:42 GMT-0400 (Eastern Daylight Time)},0.2,-0.16
631639fab96f950c32505935,SESSION_ID:64fa2eeef26311b078de3f19,STUDY_ID:64fa1e7d676feb23d42ed75d,1,16,27,1,0,duration:26886,startTime:Thu Sep 07 2023 13:19:54 GMT-0700 (Mountain Standard Time),submitTime:Thu Sep 07 2023 13:20:21 GMT-0700 (Mountain Standard Time)},0,-0.320754717
616625112409e9e6c32a82a7,SESSION_ID:64fa31fdb0d8991cbb236198,STUDY_ID:64fa1e7d676feb23d42ed75d,1,24,96,55,55,duration:13883,startTime:Thu Sep 07 2023 13:36:38 GMT-0700 (Pacific Daylight Time),submitTime:Thu Sep 07 2023 13:36:52 GMT-0700 (Pacific Daylight Time)},0.55,-0.219230769
61645d805d7b358ed3e052a6,SESSION_ID:64f8e6e8966789969b702e61,STUDY_ID:64f8ce337b289a6b18812bba,1,21,18,25,25,duration:14575,startTime:Wed Sep 06 2023 15:03:28 GMT-0600 (Mountain Daylight Time),submitTime:Wed Sep 06 2023 15:03:42 GMT-0600 (Mountain Daylight Time)},0.25,-0.014150943
6323e8ff54572f1c005051e7,SESSION_ID:64f8ddb0638c3b397b4996d9,STUDY_ID:64f8ce337b289a6b18812bba,1,16,28,25,25,duration:22838,startTime:Wed Sep 06 2023 15:21:05 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 15:21:28 GMT-0500 (Central Daylight Time)},0.25,-0.731481481
5e77d216e2ce7c0849880e65,SESSION_ID:64fa22e2e0a73ed760ddd04e,STUDY_ID:64fa1e7d676feb23d42ed75d,1,12,97,85,85,duration:18943,startTime:Thu Sep 07 2023 14:30:46 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 14:31:05 GMT-0500 (Central Daylight Time)},0.85,-0.1
6329fef9d9d384640eb94cfa,SESSION_ID:64f88f2831f3208549e855e9,STUDY_ID:64f87d77f1db16f3b98108c3,1,23,26,45,50,duration:25818,startTime:Wed Sep 06 2023 10:54:28 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:54:53 GMT-0400 (Eastern Daylight Time)},0.5,-0.29245283
63f120152d0d387ed7666017,SESSION_ID:64fa55c9a771add21889a069,STUDY_ID:64fa428fa4e478e7a98223f8,1,3,51,55,60,duration:13317,startTime:Thu Sep 07 2023 19:00:42 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 19:00:55 GMT-0400 (Eastern Daylight Time)},0.6,-0.380769231
631639fab96f950c32505935,SESSION_ID:64fa2eeef26311b078de3f19,STUDY_ID:64fa1e7d676feb23d42ed75d,1,21,47,95,99,duration:17840,startTime:Thu Sep 07 2023 13:21:25 GMT-0700 (Mountain Standard Time),submitTime:Thu Sep 07 2023 13:21:43 GMT-0700 (Mountain Standard Time)},0.99,0.008867925
5fab3afc780978629141d35f,SESSION_ID:64f9ccb6add187243b41f73c,STUDY_ID:64f9ca79054670dbff57b69b,1,14,3,5,5,duration:13006,startTime:Thu Sep 07 2023 08:19:18 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 08:19:31 GMT-0500 (Central Daylight Time)},0.05,-0.031967213
5e146ae30db892a7d9c12265,SESSION_ID:64f9d49044798a2ee6505b79,STUDY_ID:64f9ca79054670dbff57b69b,1,10,61,1,0,duration:23156,startTime:Thu Sep 07 2023 09:53:03 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 09:53:26 GMT-0400 (Eastern Daylight Time)},0,-0.036363636
61099b4c0e17f05142f54a2d,SESSION_ID:64f8d0a56a1ab08a26ddaeab,STUDY_ID:64f8ce337b289a6b18812bba,1,10,108,85,90,duration:11340,startTime:Wed Sep 06 2023 15:22:40 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 15:22:52 GMT-0400 (Eastern Daylight Time)},0.9,-0.010714286
63d8352e4565d58f6e88cf09,SESSION_ID:64f8900ec574e454a02c25c8,STUDY_ID:64f87d77f1db16f3b98108c2,1,7,57,65,68,duration:20444,startTime:Wed Sep 06 2023 10:47:44 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:48:04 GMT-0400 (Eastern Daylight Time)},0.68,-0.303333333
5dc592c6aa431440aa755d5b,SESSION_ID:64fa2e0a6ca417823fd117ed,STUDY_ID:64fa1e7d676feb23d42ed75d,1,7,114,75,80,duration:9587,startTime:Thu Sep 07 2023 15:12:45 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 15:12:55 GMT-0500 (Central Daylight Time)},0.8,-0.121568627
58ae45f35e63bf00013b530e,SESSION_ID:64f8e63cd0eafe6826033eb1,STUDY_ID:64f8ce337b289a6b18812bbb,1,3,105,55,58,duration:20641,startTime:Wed Sep 06 2023 13:57:42 GMT-0700 (Pacific Daylight Time),submitTime:Wed Sep 06 2023 13:58:02 GMT-0700 (Pacific Daylight Time)},0.58,-0.366428571
5edaaffa2fb6186f3a7b4579,SESSION_ID:64fa33fff86cac1ff1e57948,STUDY_ID:64fa1e7d676feb23d42ed75d,1,1,81,65,65,duration:112342,startTime:Thu Sep 07 2023 13:37:58 GMT-0700 (Pacific Daylight Time),submitTime:Thu Sep 07 2023 13:39:51 GMT-0700 (Pacific Daylight Time)},0.65,0.167857143
5e6387b1b7d70b10675e3a26,SESSION_ID:64f8e48989e7785e2a165921,STUDY_ID:64f8ce337b289a6b18812bba,1,6,35,85,86,duration:18501,startTime:Wed Sep 06 2023 16:48:30 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:48:49 GMT-0400 (Eastern Daylight Time)},0.86,-0.123870968
5ec0914ef9f1aa49f02c7449,SESSION_ID:64fb2d426d1c40f01ab694cb,STUDY_ID:64fb25990f2d04d645f0af85,1,6,30,95,98,duration:13868,startTime:Fri Sep 08 2023 07:24:44 GMT-0700 (Pacific Daylight Time),submitTime:Fri Sep 08 2023 07:24:58 GMT-0700 (Pacific Daylight Time)},0.98,0.031724138
61099b4c0e17f05142f54a2d,SESSION_ID:64f8d0a56a1ab08a26ddaeab,STUDY_ID:64f8ce337b289a6b18812bba,1,1,51,15,16,duration:46833,startTime:Wed Sep 06 2023 15:19:56 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 15:20:43 GMT-0400 (Eastern Daylight Time)},0.16,-0.820769231
6138f7e0ad42e592ca5f2024,SESSION_ID:64f9d444358174e2ff80a47e,STUDY_ID:64f9ca79054670dbff57b69a,1,13,63,1,0,duration:13387,startTime:Thu Sep 07 2023 08:57:33 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 08:57:47 GMT-0500 (Central Daylight Time)},0,-0.090909091
63d41270b0fcb44aade343df,SESSION_ID:64fa50bc7b40a2c44040c8d9,STUDY_ID:64fa428fa4e478e7a98223f8,1,7,28,65,70,duration:6399,startTime:Thu Sep 07 2023 17:39:49 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 17:39:55 GMT-0500 (Central Daylight Time)},0.7,-0.281481481
6105e4e2b57f170990f20593,SESSION_ID:64fa30d46678ac30bcb85574,STUDY_ID:64fa1e7d676feb23d42ed75d,1,14,91,25,25,duration:13889,startTime:Thu Sep 07 2023 13:35:26 GMT-0700 (Mountain Standard Time),submitTime:Thu Sep 07 2023 13:35:40 GMT-0700 (Mountain Standard Time)},0.25,-0.357843137
629feb5b41542f049572e04c,SESSION_ID:64fa4e4fba4136e1e83add4f,STUDY_ID:64fa428fa4e478e7a98223f8,1,24,36,95,95,duration:10767,startTime:Thu Sep 07 2023 18:50:03 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 18:50:14 GMT-0400 (Eastern Daylight Time)},0.95,-0.05
60ff26e2e30862fdb8531934,SESSION_ID:64f88f8ec8aef9128eaa1964,STUDY_ID:64f87d77f1db16f3b98108c3,1,15,12,1,0,duration:15204,startTime:Wed Sep 06 2023 10:49:13 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:49:28 GMT-0400 (Eastern Daylight Time)},0,-0.039215686
60ff26e2e30862fdb8531934,SESSION_ID:64f88f8ec8aef9128eaa1964,STUDY_ID:64f87d77f1db16f3b98108c3,1,10,99,5,5,duration:28244,startTime:Wed Sep 06 2023 10:47:39 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:48:08 GMT-0400 (Eastern Daylight Time)},0.05,-0.786065574
610f615654fdbcac0f485a9d,SESSION_ID:64f9d7412128cc5e2d084e51,STUDY_ID:64f9ca79054670dbff57b69b,1,3,55,95,95,duration:92781,startTime:Thu Sep 07 2023 10:01:37 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 10:03:10 GMT-0400 (Eastern Daylight Time)},0.95,-0.05
61099b4c0e17f05142f54a2d,SESSION_ID:64f8d0a56a1ab08a26ddaeab,STUDY_ID:64f8ce337b289a6b18812bba,1,22,43,85,90,duration:8867,startTime:Wed Sep 06 2023 15:25:22 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 15:25:31 GMT-0400 (Eastern Daylight Time)},0.9,-0.082142857
5e8a69c836bc63718a82cb90,SESSION_ID:64f88f8c9e5ca0f30261f16c,STUDY_ID:64f87d77f1db16f3b98108c2,1,14,54,95,100,duration:9564,startTime:Wed Sep 06 2023 10:49:20 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 10:49:29 GMT-0400 (Eastern Daylight Time)},1,0.019230769
5fab3afc780978629141d35f,SESSION_ID:64f9ccb6add187243b41f73c,STUDY_ID:64f9ca79054670dbff57b69b,1,3,61,1,0,duration:7269,startTime:Thu Sep 07 2023 08:17:08 GMT-0500 (Central Daylight Time),submitTime:Thu Sep 07 2023 08:17:16 GMT-0500 (Central Daylight Time)},0,-0.036363636
64135b2efa1c09f8a0b91bd4,SESSION_ID:64f88f8fb34df91c6de12467,STUDY_ID:64f87d77f1db16f3b98108c3,1,11,3,5,2,duration:24781,startTime:Wed Sep 06 2023 09:46:20 GMT-0500 (Central Daylight Time),submitTime:Wed Sep 06 2023 09:46:44 GMT-0500 (Central Daylight Time)},0.02,-0.061967213
59f24b04cde13e00019a3e82,SESSION_ID:64fa46ed5258292fe32c9872,STUDY_ID:64fa428fa4e478e7a98223f8,1,14,97,95,92,duration:14399,startTime:Thu Sep 07 2023 18:01:56 GMT-0400 (Eastern Daylight Time),submitTime:Thu Sep 07 2023 18:02:10 GMT-0400 (Eastern Daylight Time)},0.92,-0.03
641361951f32a46c07479b33,SESSION_ID:64fb3a99b063b6bf5a4b268d,STUDY_ID:64fb25990f2d04d645f0af85,1,1,69,55,55,duration:32364,startTime:Fri Sep 08 2023 11:16:32 GMT-0400 (Eastern Daylight Time),submitTime:Fri Sep 08 2023 11:17:04 GMT-0400 (Eastern Daylight Time)},0.55,-0.046491228
63fc608db691cbfaeab36b66,SESSION_ID:64fa4d9c30265fb26989a067,STUDY_ID:64fa428fa4e478e7a98223f8,1,11,108,85,89,duration:7284,startTime:Thu Sep 07 2023 15:28:18 GMT-0700 (Mountain Standard Time),submitTime:Thu Sep 07 2023 15:28:25 GMT-0700 (Mountain Standard Time)},0.89,-0.020714286
60fe2c4662ca0c1aa5e6016a,SESSION_ID:64f8db2b09f6df82c9b9406c,STUDY_ID:64f8ce337b289a6b18812bbb,1,22,79,5,5,duration:9350,startTime:Wed Sep 06 2023 16:09:10 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:09:19 GMT-0400 (Eastern Daylight Time)},0.05,-0.31
60fcd5602ff7c8f0866ecd0c,SESSION_ID:64f8da91bfc537a0c8d66b84,STUDY_ID:64f8ce337b289a6b18812bbb,1,9,69,1,0,duration:10586,startTime:Wed Sep 06 2023 16:05:27 GMT-0400 (Eastern Daylight Time),submitTime:Wed Sep 06 2023 16:05:37 GMT-0400 (Eastern Daylight Time)},0,-0.596491228
631639fab96f950c32505935,SESSION_ID:64fa2eeef26311b078de3f19,STUDY_ID:64fa1e7d676feb23d42ed75d,1,9,90,15,18,duration:25034,startTime:Thu Sep 07 2023 13:17:44 GMT-0700 (Mountain Standard Time),submitTime:Thu Sep 07 2023 13:18:09 GMT-0700 (Mountain Standard Time)},0.18,-0.409285714
